DATE: 2018/06/07
TIME: 06:51:03
Frequency(Hz),	I(V),	Q(V)
341206518.00,-0.184323,-0.337508
341257800.00,-0.186895,-0.338441
341309082.00,-0.189089,-0.340177
341360364.00,-0.191213,-0.340428
341411646.00,-0.193523,-0.341925
341462928.00,-0.195631,-0.343160
341514210.00,-0.197608,-0.343965
341565492.00,-0.199533,-0.345045
341616774.00,-0.202047,-0.346179
341668056.00,-0.204586,-0.347075
341719338.00,-0.206816,-0.348058
341770620.00,-0.208819,-0.348711
341821902.00,-0.211609,-0.349129
341873184.00,-0.213946,-0.349915
341924466.00,-0.216728,-0.350245
341975748.00,-0.219094,-0.350768
342027030.00,-0.221919,-0.351346
342078312.00,-0.225266,-0.351165
342129594.00,-0.228921,-0.349988
342180876.00,-0.236935,-0.343119
342232159.00,-0.219418,-0.363826
342283441.00,-0.229170,-0.358447
342334723.00,-0.233433,-0.356971
342386005.00,-0.236464,-0.356700
342437287.00,-0.239544,-0.356667
342488569.00,-0.242332,-0.356274
342539851.00,-0.244493,-0.356198
342591133.00,-0.247342,-0.356176
342642415.00,-0.250441,-0.355973
342693697.00,-0.252829,-0.355713
342744979.00,-0.255472,-0.355702
342796261.00,-0.258166,-0.355224
342847543.00,-0.260988,-0.355290
342898825.00,-0.263112,-0.354846
342950107.00,-0.265934,-0.354270
343001389.00,-0.268205,-0.353860
343052671.00,-0.270470,-0.353786
343103953.00,-0.272855,-0.353365
343155235.00,-0.275004,-0.352620
343206518.00,-0.277680,-0.351846
