DATE: 2018/06/07
TIME: 06:54:04
Frequency(Hz),	I(V),	Q(V)
331584081.00,-0.306181,-0.255135
331586645.00,-0.306054,-0.254655
331589209.00,-0.306103,-0.254581
331591773.00,-0.305724,-0.254730
331594337.00,-0.305121,-0.253896
331596901.00,-0.305642,-0.254225
331599465.00,-0.305200,-0.254017
331602029.00,-0.304975,-0.253621
331604593.00,-0.304776,-0.253498
331607157.00,-0.304128,-0.253597
331609722.00,-0.304015,-0.253301
331612286.00,-0.303401,-0.253337
331614850.00,-0.302638,-0.252813
331617414.00,-0.302214,-0.252646
331619978.00,-0.301380,-0.252032
331622542.00,-0.300499,-0.251618
331625106.00,-0.299242,-0.251010
331627670.00,-0.297454,-0.250323
331630234.00,-0.294362,-0.249968
331632798.00,-0.289574,-0.249302
331635363.00,-0.282057,-0.249364
331637927.00,-0.265867,-0.253697
331640491.00,-0.238277,-0.292636
331643055.00,-0.312416,-0.324104
331645619.00,-0.328599,-0.287005
331648183.00,-0.325487,-0.273325
331650747.00,-0.322131,-0.267687
331653311.00,-0.320266,-0.264285
331655875.00,-0.318261,-0.262557
331658439.00,-0.317158,-0.260538
331661004.00,-0.316183,-0.260267
331663568.00,-0.315241,-0.259353
331666132.00,-0.314465,-0.259076
331668696.00,-0.313656,-0.258599
331671260.00,-0.313404,-0.257910
331673824.00,-0.313483,-0.257368
331676388.00,-0.312930,-0.257101
331678952.00,-0.313019,-0.256728
331681516.00,-0.312548,-0.256319
331684081.00,-0.312363,-0.256166
