DATE: 2018/06/07
TIME: 06:43:31
Frequency(Hz),	I(V),	Q(V)
342154081.00,-0.248492,-0.270616
342156645.00,-0.248574,-0.270454
342159209.00,-0.248573,-0.270843
342161773.00,-0.248221,-0.270203
342164337.00,-0.248498,-0.270457
342166901.00,-0.248603,-0.270426
342169465.00,-0.248777,-0.270335
342172029.00,-0.248971,-0.269886
342174593.00,-0.249112,-0.270015
342177157.00,-0.249794,-0.269497
342179722.00,-0.249482,-0.268667
342182286.00,-0.249623,-0.268529
342184850.00,-0.250291,-0.268444
342187414.00,-0.250829,-0.267896
342189978.00,-0.250608,-0.267921
342192542.00,-0.251270,-0.267172
342195106.00,-0.252283,-0.265614
342197670.00,-0.252449,-0.263719
342200234.00,-0.254192,-0.261154
342202798.00,-0.253996,-0.255124
342205363.00,-0.247436,-0.241235
342207927.00,-0.209995,-0.251578
342210491.00,-0.223158,-0.277071
342213055.00,-0.233319,-0.278506
342215619.00,-0.238413,-0.277608
342218183.00,-0.240582,-0.276896
342220747.00,-0.242054,-0.276451
342223311.00,-0.243165,-0.275854
342225875.00,-0.244202,-0.275403
342228439.00,-0.244294,-0.274835
342231004.00,-0.245544,-0.274586
342233568.00,-0.245566,-0.274356
342236132.00,-0.245527,-0.274467
342238696.00,-0.245561,-0.274159
342241260.00,-0.245751,-0.273543
342243824.00,-0.246290,-0.273503
342246388.00,-0.246201,-0.273588
342248952.00,-0.246615,-0.273573
342251516.00,-0.246790,-0.273175
342254081.00,-0.247097,-0.273221
