DATE: 2018/06/07
TIME: 07:06:46
Frequency(Hz),	I(V),	Q(V)
331584081.00,-0.305550,-0.253987
331586645.00,-0.305364,-0.254109
331589209.00,-0.305005,-0.253796
331591773.00,-0.305229,-0.253369
331594337.00,-0.304950,-0.253540
331596901.00,-0.304588,-0.253336
331599465.00,-0.304001,-0.252914
331602029.00,-0.304176,-0.253244
331604593.00,-0.303556,-0.252874
331607157.00,-0.303404,-0.252759
331609722.00,-0.303201,-0.252608
331612286.00,-0.302941,-0.252583
331614850.00,-0.302464,-0.252320
331617414.00,-0.301693,-0.251605
331619978.00,-0.300697,-0.250987
331622542.00,-0.299525,-0.250747
331625106.00,-0.298247,-0.249925
331627670.00,-0.296045,-0.249274
331630234.00,-0.293343,-0.248117
331632798.00,-0.288564,-0.247955
331635363.00,-0.281361,-0.248182
331637927.00,-0.264835,-0.252579
331640491.00,-0.237167,-0.292307
331643055.00,-0.311465,-0.323212
331645619.00,-0.327694,-0.285985
331648183.00,-0.323924,-0.272192
331650747.00,-0.320913,-0.266318
331653311.00,-0.318859,-0.262987
331655875.00,-0.317158,-0.261564
331658439.00,-0.316264,-0.260060
331661004.00,-0.315406,-0.259118
331663568.00,-0.314531,-0.258390
331666132.00,-0.313827,-0.257519
331668696.00,-0.313214,-0.256873
331671260.00,-0.312703,-0.256895
331673824.00,-0.312415,-0.256122
331676388.00,-0.312233,-0.255831
331678952.00,-0.312187,-0.255342
331681516.00,-0.311669,-0.255279
331684081.00,-0.311577,-0.255236
