DATE: 2018/06/07
TIME: 06:33:23
Frequency(Hz),	I(V),	Q(V)
354543986.00,-0.148757,-0.300057
354595268.00,-0.149408,-0.301899
354646550.00,-0.150593,-0.304479
354697832.00,-0.151403,-0.306819
354749114.00,-0.152424,-0.308633
354800396.00,-0.153375,-0.310567
354851678.00,-0.154991,-0.313254
354902960.00,-0.156069,-0.315559
354954242.00,-0.157709,-0.317275
355005524.00,-0.159574,-0.319421
355056806.00,-0.160948,-0.320874
355108088.00,-0.162243,-0.323301
355159370.00,-0.164016,-0.325556
355210652.00,-0.166040,-0.327370
355261934.00,-0.167409,-0.329080
355313216.00,-0.169493,-0.331240
355364498.00,-0.171798,-0.333417
355415780.00,-0.174309,-0.334811
355467062.00,-0.177799,-0.336193
355518344.00,-0.189074,-0.335972
355569627.00,-0.162696,-0.341766
355620909.00,-0.174521,-0.342945
355672191.00,-0.178314,-0.344323
355723473.00,-0.181079,-0.346049
355774755.00,-0.183527,-0.347460
355826037.00,-0.186043,-0.349187
355877319.00,-0.188615,-0.350239
355928601.00,-0.190786,-0.352101
355979883.00,-0.193218,-0.353128
356031165.00,-0.195530,-0.354243
356082447.00,-0.198428,-0.355975
356133729.00,-0.200734,-0.357167
356185011.00,-0.202419,-0.358109
356236293.00,-0.205097,-0.359985
356287575.00,-0.207395,-0.360722
356338857.00,-0.210417,-0.361270
356390139.00,-0.212424,-0.362706
356441421.00,-0.215495,-0.363791
356492703.00,-0.218159,-0.364914
356543986.00,-0.220538,-0.365639
