DATE: 2018/06/07
TIME: 07:11:39
Frequency(Hz),	I(V),	Q(V)
361599400.00,-0.326583,-0.225854
361607563.00,-0.326610,-0.225036
361615726.00,-0.326797,-0.225422
361623889.00,-0.326259,-0.225672
361632053.00,-0.326027,-0.223809
361640216.00,-0.325946,-0.224546
361648379.00,-0.325558,-0.223961
361656542.00,-0.325508,-0.224133
361664706.00,-0.325898,-0.224233
361672869.00,-0.324951,-0.223233
361681032.00,-0.325423,-0.222520
361689195.00,-0.324134,-0.222467
361697359.00,-0.323657,-0.223660
361705522.00,-0.323594,-0.221420
361713685.00,-0.323525,-0.221505
361721848.00,-0.323837,-0.223065
361730012.00,-0.323386,-0.221654
361738175.00,-0.322121,-0.220716
361746338.00,-0.322136,-0.219899
361754502.00,-0.321393,-0.221003
361762665.00,-0.320435,-0.219780
361770828.00,-0.318822,-0.218797
361778991.00,-0.316358,-0.219854
361787155.00,-0.310052,-0.219087
361795318.00,-0.284988,-0.227468
361803481.00,-0.353746,-0.259185
361811644.00,-0.340721,-0.228569
361819808.00,-0.334761,-0.224452
361827971.00,-0.333709,-0.222614
361836134.00,-0.330258,-0.220747
361844297.00,-0.330691,-0.220742
361852461.00,-0.329103,-0.219242
361860624.00,-0.328154,-0.219886
361868787.00,-0.328863,-0.218583
361876951.00,-0.327632,-0.219604
361885114.00,-0.328453,-0.219211
361893277.00,-0.327231,-0.217639
361901440.00,-0.325930,-0.218115
361909604.00,-0.326779,-0.217408
361917767.00,-0.325919,-0.217199
361925930.00,-0.325598,-0.216458
361934093.00,-0.326193,-0.217099
361942257.00,-0.325898,-0.216699
361950420.00,-0.325818,-0.216188
361958583.00,-0.324438,-0.215531
361966746.00,-0.323409,-0.216061
361974910.00,-0.324545,-0.214787
361983073.00,-0.324434,-0.215995
361991236.00,-0.324414,-0.215099
361999400.00,-0.324314,-0.214922
