DATE: 2018/06/07
TIME: 06:49:52
Frequency(Hz),	I(V),	Q(V)
342154081.00,-0.232094,-0.349554
342156645.00,-0.232162,-0.349259
342159209.00,-0.232821,-0.348818
342161773.00,-0.233614,-0.348655
342164337.00,-0.234109,-0.348385
342166901.00,-0.234023,-0.347583
342169465.00,-0.234720,-0.346838
342172029.00,-0.235328,-0.346340
342174593.00,-0.235706,-0.345738
342177157.00,-0.236877,-0.345103
342179722.00,-0.237694,-0.344279
342182286.00,-0.238573,-0.343226
342184850.00,-0.239459,-0.341984
342187414.00,-0.240920,-0.340045
342189978.00,-0.242412,-0.338377
342192542.00,-0.244221,-0.335077
342195106.00,-0.246893,-0.330770
342197670.00,-0.250021,-0.323922
342200234.00,-0.253983,-0.312510
342202798.00,-0.256984,-0.288703
342205363.00,-0.231315,-0.228213
342207927.00,-0.068381,-0.296796
342210491.00,-0.132007,-0.377828
342213055.00,-0.174709,-0.381283
342215619.00,-0.193409,-0.376867
342218183.00,-0.202818,-0.373224
342220747.00,-0.209140,-0.370839
342223311.00,-0.212487,-0.368664
342225875.00,-0.215711,-0.367001
342228439.00,-0.217295,-0.365573
342231004.00,-0.219476,-0.365135
342233568.00,-0.220671,-0.363467
342236132.00,-0.221296,-0.363253
342238696.00,-0.222696,-0.362478
342241260.00,-0.223476,-0.361868
342243824.00,-0.224030,-0.361708
342246388.00,-0.224710,-0.361076
342248952.00,-0.224956,-0.360675
342251516.00,-0.225571,-0.360186
342254081.00,-0.226401,-0.360296
