DATE: 2018/06/07
TIME: 07:24:26
Frequency(Hz),	I(V),	Q(V)
361745446.00,-0.321849,-0.221452
361748010.00,-0.321519,-0.220865
361750574.00,-0.321735,-0.220926
361753138.00,-0.321455,-0.220483
361755702.00,-0.320852,-0.220166
361758266.00,-0.320284,-0.220040
361760830.00,-0.319750,-0.220730
361763394.00,-0.319399,-0.219957
361765958.00,-0.318980,-0.219894
361768522.00,-0.318711,-0.219575
361771087.00,-0.318379,-0.219493
361773651.00,-0.317294,-0.219531
361776215.00,-0.316506,-0.218951
361778779.00,-0.315596,-0.218780
361781343.00,-0.313654,-0.218994
361783907.00,-0.311527,-0.218538
361786471.00,-0.308681,-0.218666
361789035.00,-0.305428,-0.218805
361791599.00,-0.299754,-0.219997
361794163.00,-0.290351,-0.223630
361796728.00,-0.274305,-0.236635
361799292.00,-0.273388,-0.285841
361801856.00,-0.344307,-0.284318
361804420.00,-0.352138,-0.249783
361806984.00,-0.347035,-0.237287
361809548.00,-0.342392,-0.231373
361812112.00,-0.339065,-0.228165
361814676.00,-0.337057,-0.226337
361817240.00,-0.335838,-0.225090
361819804.00,-0.334371,-0.223898
361822369.00,-0.332996,-0.223197
361824933.00,-0.332243,-0.222628
361827497.00,-0.331320,-0.222317
361830061.00,-0.330174,-0.221778
361832625.00,-0.330285,-0.221104
361835189.00,-0.329705,-0.221213
361837753.00,-0.329658,-0.221270
361840317.00,-0.329275,-0.220863
361842881.00,-0.329441,-0.221018
361845446.00,-0.329010,-0.220545
