DATE: 2018/06/07
TIME: 07:02:34
Frequency(Hz),	I(V),	Q(V)
342154081.00,-0.231845,-0.348904
342156645.00,-0.231897,-0.348873
342159209.00,-0.232277,-0.348387
342161773.00,-0.232669,-0.348197
342164337.00,-0.232681,-0.348000
342166901.00,-0.233065,-0.347621
342169465.00,-0.234411,-0.347395
342172029.00,-0.234493,-0.346513
342174593.00,-0.235574,-0.345910
342177157.00,-0.235822,-0.345362
342179722.00,-0.236900,-0.344507
342182286.00,-0.237445,-0.343480
342184850.00,-0.238769,-0.342002
342187414.00,-0.239641,-0.340698
342189978.00,-0.241140,-0.338243
342192542.00,-0.243372,-0.335813
342195106.00,-0.245625,-0.331049
342197670.00,-0.249279,-0.324280
342200234.00,-0.252743,-0.312770
342202798.00,-0.255972,-0.289231
342205363.00,-0.230301,-0.228511
342207927.00,-0.067733,-0.295860
342210491.00,-0.131749,-0.378082
342213055.00,-0.174186,-0.381299
342215619.00,-0.192680,-0.377086
342218183.00,-0.202352,-0.373053
342220747.00,-0.208016,-0.370122
342223311.00,-0.211894,-0.368308
342225875.00,-0.214563,-0.366698
342228439.00,-0.216791,-0.365230
342231004.00,-0.218310,-0.364130
342233568.00,-0.220268,-0.363866
342236132.00,-0.221274,-0.362942
342238696.00,-0.221886,-0.362188
342241260.00,-0.223053,-0.361404
342243824.00,-0.223677,-0.361047
342246388.00,-0.224704,-0.360524
342248952.00,-0.225161,-0.360487
342251516.00,-0.225743,-0.360034
342254081.00,-0.226358,-0.359951
