DATE: 2018/06/07
TIME: 06:41:22
Frequency(Hz),	I(V),	Q(V)
331584081.00,-0.280851,-0.257252
331586645.00,-0.280790,-0.257635
331589209.00,-0.280058,-0.257144
331591773.00,-0.280191,-0.257320
331594337.00,-0.280056,-0.257007
331596901.00,-0.280521,-0.256936
331599465.00,-0.280597,-0.257056
331602029.00,-0.280139,-0.256800
331604593.00,-0.280232,-0.257085
331607157.00,-0.279744,-0.256836
331609722.00,-0.279290,-0.256874
331612286.00,-0.279003,-0.256251
331614850.00,-0.279075,-0.256280
331617414.00,-0.278388,-0.256235
331619978.00,-0.277870,-0.256062
331622542.00,-0.277726,-0.255994
331625106.00,-0.277239,-0.255622
331627670.00,-0.276267,-0.255043
331630234.00,-0.274870,-0.255171
331632798.00,-0.272357,-0.254815
331635363.00,-0.268694,-0.254865
331637927.00,-0.260308,-0.257026
331640491.00,-0.247543,-0.276676
331643055.00,-0.283273,-0.290970
331645619.00,-0.291464,-0.273422
331648183.00,-0.290129,-0.266747
331650747.00,-0.288154,-0.263890
331653311.00,-0.287225,-0.262065
331655875.00,-0.286563,-0.261048
331658439.00,-0.286171,-0.260393
331661004.00,-0.285528,-0.260306
331663568.00,-0.285399,-0.259764
331666132.00,-0.285237,-0.259926
331668696.00,-0.284645,-0.259722
331671260.00,-0.284615,-0.259222
331673824.00,-0.284424,-0.258850
331676388.00,-0.284102,-0.258554
331678952.00,-0.284381,-0.258700
331681516.00,-0.284151,-0.258304
331684081.00,-0.284114,-0.258302
