DATE: 2018/06/07
TIME: 07:19:35
Frequency(Hz),	I(V),	Q(V)
331627927.00,-0.296004,-0.248410
331628027.00,-0.295906,-0.248693
331628128.00,-0.295465,-0.248440
331628228.00,-0.295571,-0.248143
331628329.00,-0.295841,-0.248367
331628429.00,-0.295479,-0.248419
331628530.00,-0.294989,-0.248623
331628630.00,-0.295429,-0.248311
331628731.00,-0.295182,-0.248571
331628831.00,-0.294801,-0.248683
331628932.00,-0.294879,-0.248058
331629032.00,-0.294952,-0.248208
331629133.00,-0.295382,-0.248422
331629233.00,-0.295164,-0.248535
331629334.00,-0.294327,-0.248254
331629434.00,-0.294277,-0.248535
331629535.00,-0.294317,-0.248117
331629635.00,-0.293846,-0.247670
331629736.00,-0.293628,-0.247741
331629836.00,-0.293597,-0.247692
331629937.00,-0.293445,-0.247491
331630037.00,-0.293105,-0.247849
331630138.00,-0.292887,-0.247745
331630238.00,-0.292899,-0.248011
331630339.00,-0.292729,-0.247710
331630439.00,-0.293080,-0.247950
331630540.00,-0.292387,-0.248338
331630640.00,-0.292549,-0.247642
331630741.00,-0.292386,-0.247700
331630841.00,-0.292283,-0.247617
331630942.00,-0.292201,-0.247704
331631042.00,-0.291987,-0.247951
331631143.00,-0.291543,-0.247397
331631243.00,-0.291417,-0.247938
331631344.00,-0.291160,-0.247888
331631444.00,-0.291128,-0.247819
331631545.00,-0.290905,-0.247586
331631645.00,-0.290877,-0.248336
331631746.00,-0.290601,-0.247794
331631846.00,-0.290373,-0.247700
331631947.00,-0.290653,-0.247650
331632047.00,-0.290184,-0.247690
331632148.00,-0.289796,-0.247557
331632248.00,-0.289748,-0.247349
331632349.00,-0.289381,-0.247627
331632449.00,-0.289218,-0.247203
331632550.00,-0.288687,-0.247027
331632650.00,-0.288672,-0.247228
331632751.00,-0.288375,-0.247289
331632851.00,-0.287951,-0.246744
331632952.00,-0.287770,-0.246773
331633052.00,-0.287967,-0.247015
331633153.00,-0.287422,-0.247355
331633253.00,-0.287205,-0.246900
331633354.00,-0.286728,-0.247062
331633454.00,-0.286958,-0.247045
