DATE: 2018/06/07
TIME: 07:09:02
Frequency(Hz),	I(V),	Q(V)
342192798.00,-0.247046,-0.288323
342192898.00,-0.246480,-0.288302
342192999.00,-0.246842,-0.287858
342193099.00,-0.246711,-0.287575
342193200.00,-0.246991,-0.287394
342193300.00,-0.247009,-0.287515
342193401.00,-0.246675,-0.286927
342193501.00,-0.246943,-0.287689
342193602.00,-0.246975,-0.287067
342193702.00,-0.246581,-0.287422
342193803.00,-0.246762,-0.286695
342193903.00,-0.247149,-0.286535
342194004.00,-0.247024,-0.286558
342194104.00,-0.247311,-0.287127
342194205.00,-0.247193,-0.286704
342194305.00,-0.247706,-0.286666
342194406.00,-0.247575,-0.286700
342194506.00,-0.247638,-0.286701
342194607.00,-0.247590,-0.286576
342194707.00,-0.247809,-0.286419
342194808.00,-0.247639,-0.286361
342194908.00,-0.247676,-0.286352
342195009.00,-0.248044,-0.286442
342195109.00,-0.248156,-0.286205
342195210.00,-0.248470,-0.286141
342195310.00,-0.248289,-0.285649
342195411.00,-0.248309,-0.285776
342195511.00,-0.247487,-0.286043
342195612.00,-0.247964,-0.286076
342195712.00,-0.248017,-0.285374
342195813.00,-0.248737,-0.285675
342195913.00,-0.248475,-0.284708
342196014.00,-0.248757,-0.284621
342196114.00,-0.248060,-0.284539
342196215.00,-0.248393,-0.284108
342196315.00,-0.248489,-0.284183
342196416.00,-0.248299,-0.284686
342196516.00,-0.248520,-0.284330
342196617.00,-0.248892,-0.283914
342196717.00,-0.249128,-0.283851
342196818.00,-0.249099,-0.283795
342196918.00,-0.248875,-0.283820
342197019.00,-0.248789,-0.283654
342197119.00,-0.248964,-0.283323
342197220.00,-0.248303,-0.283091
342197320.00,-0.248493,-0.283420
342197421.00,-0.248699,-0.283163
342197521.00,-0.248749,-0.283029
342197622.00,-0.248890,-0.282829
342197722.00,-0.249105,-0.282684
342197823.00,-0.249190,-0.282243
342197923.00,-0.249315,-0.282138
342198024.00,-0.249451,-0.282198
342198124.00,-0.249686,-0.282286
342198225.00,-0.249415,-0.281887
342198325.00,-0.249499,-0.281867
342198426.00,-0.249750,-0.281357
342198526.00,-0.249742,-0.281158
342198627.00,-0.249789,-0.280902
342198727.00,-0.249912,-0.280743
342198828.00,-0.250486,-0.280040
342198928.00,-0.250195,-0.280098
342199029.00,-0.249873,-0.279872
342199129.00,-0.250358,-0.279613
342199230.00,-0.250665,-0.279264
342199330.00,-0.250310,-0.279054
342199431.00,-0.250773,-0.279240
342199531.00,-0.250575,-0.278942
342199632.00,-0.251021,-0.278324
342199732.00,-0.251434,-0.278313
342199833.00,-0.251264,-0.278182
342199933.00,-0.251349,-0.277443
342200034.00,-0.251678,-0.276822
342200134.00,-0.251003,-0.276660
342200235.00,-0.251716,-0.277004
