DATE: 2018/06/07
TIME: 06:53:51
Frequency(Hz),	I(V),	Q(V)
360799574.00,-0.391434,-0.254346
360850856.00,-0.391547,-0.251045
360902138.00,-0.391265,-0.248307
360953420.00,-0.391448,-0.245411
361004702.00,-0.391343,-0.242535
361055984.00,-0.391808,-0.239656
361107266.00,-0.391645,-0.236965
361158548.00,-0.391422,-0.234307
361209830.00,-0.390501,-0.231076
361261112.00,-0.390617,-0.227759
361312394.00,-0.390215,-0.224836
361363676.00,-0.389868,-0.222279
361414958.00,-0.389354,-0.219414
361466240.00,-0.388844,-0.216965
361517522.00,-0.387882,-0.213875
361568804.00,-0.387341,-0.211165
361620086.00,-0.385915,-0.207823
361671368.00,-0.384280,-0.204918
361722650.00,-0.380965,-0.201635
361773932.00,-0.369871,-0.197169
361825215.00,-0.399880,-0.204298
361876497.00,-0.388635,-0.196795
361927779.00,-0.386073,-0.193447
361979061.00,-0.383402,-0.190628
362030343.00,-0.382275,-0.187682
362081625.00,-0.380254,-0.185037
362132907.00,-0.378634,-0.182599
362184189.00,-0.377028,-0.179543
362235471.00,-0.374974,-0.177549
362286753.00,-0.373498,-0.175157
362338035.00,-0.372412,-0.173016
362389317.00,-0.370610,-0.170119
362440599.00,-0.368755,-0.168012
362491881.00,-0.366893,-0.165968
362543163.00,-0.365003,-0.163417
362594445.00,-0.362675,-0.161015
362645727.00,-0.360745,-0.159219
362697009.00,-0.358457,-0.157579
362748291.00,-0.356949,-0.155325
362799574.00,-0.354504,-0.153485
