DATE: 2018/06/07
TIME: 07:15:04
Frequency(Hz),	I(V),	Q(V)
330640891.00,-0.351882,-0.295764
330692173.00,-0.352786,-0.293325
330743455.00,-0.354018,-0.291028
330794737.00,-0.354744,-0.289048
330846019.00,-0.355793,-0.286063
330897301.00,-0.356155,-0.283534
330948583.00,-0.356988,-0.282150
330999865.00,-0.357267,-0.279628
331051147.00,-0.358358,-0.276989
331102429.00,-0.358912,-0.274766
331153711.00,-0.359370,-0.272514
331204993.00,-0.360000,-0.270035
331256275.00,-0.360189,-0.267692
331307557.00,-0.360629,-0.265146
331358839.00,-0.361136,-0.262651
331410121.00,-0.361286,-0.260056
331461403.00,-0.361524,-0.257131
331512685.00,-0.361181,-0.254487
331563967.00,-0.359669,-0.251667
331615249.00,-0.351878,-0.245837
331666532.00,-0.374752,-0.257108
331717814.00,-0.367419,-0.249037
331769096.00,-0.365883,-0.245545
331820378.00,-0.365153,-0.242455
331871660.00,-0.364522,-0.239800
331922942.00,-0.363910,-0.237562
331974224.00,-0.363807,-0.234812
332025506.00,-0.363255,-0.232699
332076788.00,-0.362950,-0.230216
332128070.00,-0.362399,-0.227930
332179352.00,-0.362082,-0.225583
332230634.00,-0.361512,-0.223326
332281916.00,-0.360763,-0.220861
332333198.00,-0.359613,-0.218771
332384480.00,-0.359202,-0.216734
332435762.00,-0.358323,-0.214217
332487044.00,-0.357529,-0.212123
332538326.00,-0.357119,-0.209971
332589608.00,-0.355945,-0.207735
332640891.00,-0.355027,-0.205335
