DATE: 2018/06/07
TIME: 07:03:58
Frequency(Hz),	I(V),	Q(V)
355485918.00,-0.177087,-0.333240
355488482.00,-0.176398,-0.333179
355491046.00,-0.177458,-0.333031
355493610.00,-0.178277,-0.333319
355496174.00,-0.178362,-0.333398
355498738.00,-0.178543,-0.333517
355501302.00,-0.179346,-0.333057
355503866.00,-0.180055,-0.332994
355506430.00,-0.180712,-0.333408
355508994.00,-0.181483,-0.333283
355511559.00,-0.182397,-0.333096
355514123.00,-0.183567,-0.333454
355516687.00,-0.184690,-0.332504
355519251.00,-0.185435,-0.332446
355521815.00,-0.187196,-0.331751
355524379.00,-0.188970,-0.331052
355526943.00,-0.191633,-0.329942
355529507.00,-0.194988,-0.328672
355532071.00,-0.199409,-0.326781
355534635.00,-0.205613,-0.323446
355537200.00,-0.215065,-0.317045
355539764.00,-0.230408,-0.301564
355542328.00,-0.248954,-0.251698
355544892.00,-0.112187,-0.183095
355547456.00,-0.081933,-0.288923
355550020.00,-0.111494,-0.322550
355552584.00,-0.128772,-0.331379
355555148.00,-0.139144,-0.335269
355557712.00,-0.145981,-0.336443
355560276.00,-0.150587,-0.337251
355562841.00,-0.154141,-0.337569
355565405.00,-0.156317,-0.338447
355567969.00,-0.158730,-0.338341
355570533.00,-0.160288,-0.338223
355573097.00,-0.161763,-0.338238
355575661.00,-0.162315,-0.338293
355578225.00,-0.163284,-0.338007
355580789.00,-0.164547,-0.338057
355583353.00,-0.165054,-0.338203
355585918.00,-0.165376,-0.338668
