DATE: 2018/06/07
TIME: 07:08:43
Frequency(Hz),	I(V),	Q(V)
330641494.00,-0.299909,-0.276889
330692776.00,-0.300668,-0.275451
330744058.00,-0.301821,-0.274715
330795340.00,-0.301847,-0.273076
330846622.00,-0.302693,-0.271419
330897904.00,-0.303410,-0.270756
330949186.00,-0.303768,-0.269744
331000468.00,-0.304276,-0.268757
331051750.00,-0.304207,-0.267201
331103032.00,-0.304566,-0.265719
331154314.00,-0.304799,-0.264462
331205596.00,-0.305197,-0.263107
331256878.00,-0.305229,-0.262002
331308160.00,-0.305620,-0.260726
331359442.00,-0.306017,-0.259291
331410724.00,-0.305802,-0.257868
331462006.00,-0.305934,-0.256322
331513288.00,-0.305900,-0.255042
331564570.00,-0.305138,-0.253720
331615852.00,-0.301325,-0.250610
331667135.00,-0.312815,-0.255909
331718417.00,-0.309806,-0.251894
331769699.00,-0.308702,-0.250892
331820981.00,-0.308391,-0.249257
331872263.00,-0.308024,-0.248045
331923545.00,-0.307885,-0.246735
331974827.00,-0.307671,-0.245081
332026109.00,-0.307648,-0.243988
332077391.00,-0.307112,-0.242957
332128673.00,-0.307486,-0.241434
332179955.00,-0.307382,-0.240605
332231237.00,-0.306903,-0.239396
332282519.00,-0.306776,-0.238255
332333801.00,-0.306473,-0.237101
332385083.00,-0.305899,-0.235752
332436365.00,-0.305914,-0.234793
332487647.00,-0.305277,-0.233284
332538929.00,-0.305054,-0.232270
332590211.00,-0.304604,-0.231278
332641494.00,-0.304152,-0.229935
