DATE: 2018/06/07
TIME: 07:16:47
Frequency(Hz),	I(V),	Q(V)
355532328.00,-0.198434,-0.325494
355532428.00,-0.198672,-0.325044
355532529.00,-0.198925,-0.325337
355532629.00,-0.199052,-0.324810
355532730.00,-0.199130,-0.324599
355532830.00,-0.199242,-0.324816
355532931.00,-0.199550,-0.324885
355533031.00,-0.200079,-0.324464
355533132.00,-0.200236,-0.324388
355533232.00,-0.200179,-0.324088
355533333.00,-0.199808,-0.323870
355533433.00,-0.199830,-0.323819
355533534.00,-0.200710,-0.323582
355533634.00,-0.201561,-0.323392
355533735.00,-0.201327,-0.323280
355533835.00,-0.202048,-0.323519
355533936.00,-0.201820,-0.323070
355534036.00,-0.202477,-0.323010
355534137.00,-0.202818,-0.323005
355534237.00,-0.203392,-0.322575
355534338.00,-0.203402,-0.322089
355534438.00,-0.203647,-0.322579
355534539.00,-0.204119,-0.321875
355534639.00,-0.204686,-0.322355
355534740.00,-0.205159,-0.322110
355534840.00,-0.205030,-0.321783
355534941.00,-0.204784,-0.321524
355535041.00,-0.205388,-0.321482
355535142.00,-0.205538,-0.320828
355535242.00,-0.205975,-0.321017
355535343.00,-0.206790,-0.320904
355535443.00,-0.206890,-0.320578
355535544.00,-0.207328,-0.320671
355535644.00,-0.208150,-0.320308
355535745.00,-0.208110,-0.320231
355535845.00,-0.208464,-0.319781
355535946.00,-0.209063,-0.319431
355536046.00,-0.208992,-0.319018
355536147.00,-0.209544,-0.319139
355536247.00,-0.210133,-0.318606
355536348.00,-0.210659,-0.318300
355536448.00,-0.210919,-0.317985
355536549.00,-0.211349,-0.317685
355536649.00,-0.211373,-0.317276
355536750.00,-0.211999,-0.316945
355536850.00,-0.211949,-0.316933
355536951.00,-0.212757,-0.316152
355537051.00,-0.212803,-0.315993
355537152.00,-0.213583,-0.315907
355537252.00,-0.214396,-0.315385
355537353.00,-0.214662,-0.314890
355537453.00,-0.215066,-0.314479
355537554.00,-0.215857,-0.313965
355537654.00,-0.215612,-0.313942
355537755.00,-0.216132,-0.313260
355537855.00,-0.216945,-0.312824
355537956.00,-0.217414,-0.312346
355538056.00,-0.218031,-0.311923
355538157.00,-0.219026,-0.311152
355538257.00,-0.219128,-0.310781
355538358.00,-0.220170,-0.310303
355538458.00,-0.220535,-0.310108
355538559.00,-0.220795,-0.309382
355538659.00,-0.221647,-0.309466
355538760.00,-0.222278,-0.308244
355538860.00,-0.222854,-0.307117
355538961.00,-0.223437,-0.306586
355539061.00,-0.224398,-0.305750
355539162.00,-0.225315,-0.305170
355539262.00,-0.225622,-0.304237
355539363.00,-0.226619,-0.303621
355539463.00,-0.226763,-0.303283
355539564.00,-0.227598,-0.301929
355539664.00,-0.227929,-0.301097
355539765.00,-0.229366,-0.300220
355539865.00,-0.229861,-0.299532
355539966.00,-0.230768,-0.298359
355540066.00,-0.232198,-0.297336
355540167.00,-0.232583,-0.295878
355540267.00,-0.233501,-0.294692
355540368.00,-0.234558,-0.293699
355540468.00,-0.235270,-0.292295
355540569.00,-0.235555,-0.291416
355540669.00,-0.236560,-0.289819
355540770.00,-0.237515,-0.288144
355540870.00,-0.238297,-0.286568
355540971.00,-0.238916,-0.284887
355541071.00,-0.240045,-0.282802
355541172.00,-0.240586,-0.281390
355541272.00,-0.241380,-0.279253
355541373.00,-0.242572,-0.277183
355541473.00,-0.243593,-0.274545
355541574.00,-0.244140,-0.273188
355541674.00,-0.244696,-0.270442
355541775.00,-0.245528,-0.267768
355541875.00,-0.246575,-0.264993
355541976.00,-0.247226,-0.261672
355542076.00,-0.247754,-0.259069
355542177.00,-0.248122,-0.256004
355542277.00,-0.248149,-0.252047
355542378.00,-0.247755,-0.248693
355542478.00,-0.247723,-0.243976
355542579.00,-0.247315,-0.239209
355542679.00,-0.247034,-0.235289
355542780.00,-0.246156,-0.229883
355542880.00,-0.245021,-0.225078
355542981.00,-0.242866,-0.219522
355543081.00,-0.240804,-0.214024
355543182.00,-0.237327,-0.208046
355543282.00,-0.233853,-0.202159
355543383.00,-0.229311,-0.196133
355543483.00,-0.223380,-0.189383
355543584.00,-0.216521,-0.183308
355543684.00,-0.209872,-0.178994
355543785.00,-0.201295,-0.174102
355543885.00,-0.193995,-0.171117
355543986.00,-0.184795,-0.168238
355544086.00,-0.174438,-0.166512
355544187.00,-0.165754,-0.165662
355544287.00,-0.157726,-0.165268
355544388.00,-0.146262,-0.166685
355544488.00,-0.138699,-0.168576
355544589.00,-0.130721,-0.171434
355544689.00,-0.121945,-0.174719
355544790.00,-0.116808,-0.177798
355544890.00,-0.111082,-0.181038
355544991.00,-0.104523,-0.185362
355545091.00,-0.099018,-0.190844
355545192.00,-0.093811,-0.195149
355545292.00,-0.090427,-0.200381
355545393.00,-0.087041,-0.205237
355545493.00,-0.083485,-0.210520
355545594.00,-0.080692,-0.214824
355545694.00,-0.078480,-0.219749
355545795.00,-0.076966,-0.225083
355545895.00,-0.074968,-0.230529
355545996.00,-0.074098,-0.234915
355546096.00,-0.072956,-0.239075
355546197.00,-0.072190,-0.243104
355546297.00,-0.071881,-0.248756
355546398.00,-0.071737,-0.252443
355546498.00,-0.071711,-0.257140
355546599.00,-0.071982,-0.260276
355546699.00,-0.072581,-0.264505
355546800.00,-0.073340,-0.267787
355546900.00,-0.073752,-0.271049
355547001.00,-0.075015,-0.274781
355547101.00,-0.075809,-0.277676
355547202.00,-0.076976,-0.280811
355547302.00,-0.077888,-0.283032
355547403.00,-0.078871,-0.285799
355547503.00,-0.079924,-0.288605
355547604.00,-0.081230,-0.291414
355547704.00,-0.082689,-0.293564
355547805.00,-0.084105,-0.295063
355547905.00,-0.085194,-0.297415
355548006.00,-0.086431,-0.299125
355548106.00,-0.087934,-0.301237
355548207.00,-0.089693,-0.302948
355548307.00,-0.091259,-0.304396
355548408.00,-0.092336,-0.306137
355548508.00,-0.093262,-0.307479
355548609.00,-0.095077,-0.309083
355548709.00,-0.095730,-0.310035
355548810.00,-0.096897,-0.311409
355548910.00,-0.098091,-0.312249
355549011.00,-0.099172,-0.313401
355549111.00,-0.100371,-0.314258
355549212.00,-0.101550,-0.315236
355549312.00,-0.103041,-0.316213
355549413.00,-0.103842,-0.317098
355549513.00,-0.105218,-0.317942
355549614.00,-0.106083,-0.318745
355549714.00,-0.106785,-0.319462
355549815.00,-0.107366,-0.320106
355549915.00,-0.108691,-0.320846
355550016.00,-0.109387,-0.321401
355550116.00,-0.110521,-0.321910
355550217.00,-0.111696,-0.322944
355550317.00,-0.112702,-0.323157
355550418.00,-0.113277,-0.323494
355550518.00,-0.114086,-0.323702
355550619.00,-0.115142,-0.324168
355550719.00,-0.115591,-0.324557
355550820.00,-0.116505,-0.325509
355550920.00,-0.117406,-0.325984
355551021.00,-0.117868,-0.326557
355551121.00,-0.118508,-0.326265
355551222.00,-0.119173,-0.326643
355551322.00,-0.120275,-0.327327
355551423.00,-0.121086,-0.327320
355551523.00,-0.121575,-0.327564
355551624.00,-0.121889,-0.328240
355551724.00,-0.122698,-0.328335
355551825.00,-0.123520,-0.328829
355551925.00,-0.123929,-0.328851
355552026.00,-0.124676,-0.329375
355552126.00,-0.125029,-0.329551
355552227.00,-0.125291,-0.329502
355552328.00,-0.126434,-0.329493
