DATE: 2018/06/07
TIME: 07:11:31
Frequency(Hz),	I(V),	Q(V)
354544958.00,-0.198511,-0.273784
354596240.00,-0.199237,-0.275339
354647522.00,-0.199193,-0.276635
354698804.00,-0.200043,-0.277268
354750086.00,-0.200808,-0.278428
354801368.00,-0.201854,-0.279727
354852650.00,-0.202345,-0.280958
354903932.00,-0.202760,-0.281636
354955214.00,-0.203985,-0.283039
355006496.00,-0.205156,-0.283857
355057778.00,-0.205751,-0.285623
355109060.00,-0.206432,-0.286761
355160342.00,-0.207964,-0.286902
355211624.00,-0.208532,-0.288259
355262906.00,-0.209609,-0.289191
355314188.00,-0.211207,-0.290503
355365470.00,-0.212214,-0.291159
355416752.00,-0.213913,-0.291641
355468034.00,-0.215634,-0.292474
355519316.00,-0.221029,-0.292177
355570599.00,-0.207762,-0.294856
355621881.00,-0.213257,-0.295477
355673163.00,-0.215472,-0.296121
355724445.00,-0.216720,-0.296979
355775727.00,-0.218433,-0.297793
355827009.00,-0.219528,-0.298655
355878291.00,-0.220660,-0.299844
355929573.00,-0.222117,-0.300729
355980855.00,-0.222882,-0.301022
356032137.00,-0.224508,-0.301153
356083419.00,-0.225829,-0.302407
356134701.00,-0.226876,-0.303115
356185983.00,-0.227516,-0.303691
356237265.00,-0.229207,-0.304197
356288547.00,-0.230714,-0.304760
356339829.00,-0.232084,-0.305170
356391111.00,-0.233622,-0.304872
356442393.00,-0.234999,-0.305489
356493675.00,-0.236115,-0.305787
356544958.00,-0.237530,-0.306673
