DATE: 2018/06/07
TIME: 06:43:26
Frequency(Hz),	I(V),	Q(V)
342000000.00,-0.245627,-0.270064
342008163.00,-0.246099,-0.271212
342016326.00,-0.245577,-0.271074
342024489.00,-0.245891,-0.270421
342032653.00,-0.247019,-0.271130
342040816.00,-0.245670,-0.271222
342048979.00,-0.246050,-0.270814
342057142.00,-0.246688,-0.271419
342065306.00,-0.247795,-0.271212
342073469.00,-0.247189,-0.272508
342081632.00,-0.247119,-0.271780
342089795.00,-0.245767,-0.270631
342097959.00,-0.246982,-0.270602
342106122.00,-0.247177,-0.271517
342114285.00,-0.246990,-0.271156
342122448.00,-0.247512,-0.270976
342130612.00,-0.247351,-0.269933
342138775.00,-0.248635,-0.270864
342146938.00,-0.247863,-0.270507
342155102.00,-0.248354,-0.270707
342163265.00,-0.248673,-0.270128
342171428.00,-0.249461,-0.270420
342179591.00,-0.250164,-0.270212
342187755.00,-0.250575,-0.268929
342195918.00,-0.252437,-0.265489
342204081.00,-0.253720,-0.249655
342212244.00,-0.232476,-0.278120
342220408.00,-0.242034,-0.275448
342228571.00,-0.243421,-0.274989
342236734.00,-0.245316,-0.274090
342244897.00,-0.245710,-0.272959
342253061.00,-0.246202,-0.273059
342261224.00,-0.247059,-0.274233
342269387.00,-0.247125,-0.273394
342277551.00,-0.247265,-0.273123
342285714.00,-0.246988,-0.273268
342293877.00,-0.247257,-0.272949
342302040.00,-0.247937,-0.272514
342310204.00,-0.247721,-0.273199
342318367.00,-0.248185,-0.273043
342326530.00,-0.248525,-0.272282
342334693.00,-0.249598,-0.271870
342342857.00,-0.248746,-0.272537
342351020.00,-0.248324,-0.272605
342359183.00,-0.248182,-0.272624
342367346.00,-0.250074,-0.272363
342375510.00,-0.249877,-0.272350
342383673.00,-0.250322,-0.272087
342391836.00,-0.249519,-0.272155
342400000.00,-0.248788,-0.272364
