DATE: 2018/06/07
TIME: 07:21:44
Frequency(Hz),	I(V),	Q(V)
342195363.00,-0.247367,-0.285532
342195463.00,-0.247642,-0.285516
342195564.00,-0.247654,-0.285523
342195664.00,-0.247765,-0.285095
342195765.00,-0.247651,-0.285018
342195865.00,-0.247851,-0.284798
342195966.00,-0.248032,-0.284435
342196066.00,-0.247826,-0.284513
342196167.00,-0.247884,-0.284601
342196267.00,-0.247894,-0.284037
342196368.00,-0.247735,-0.284220
342196468.00,-0.247748,-0.283964
342196569.00,-0.248112,-0.284035
342196669.00,-0.248873,-0.283925
342196770.00,-0.248659,-0.283617
342196870.00,-0.248738,-0.283244
342196971.00,-0.248828,-0.283419
342197071.00,-0.248943,-0.283325
342197172.00,-0.248783,-0.283020
342197272.00,-0.248790,-0.282686
342197373.00,-0.249046,-0.282449
342197473.00,-0.249059,-0.282035
342197574.00,-0.248727,-0.282240
342197674.00,-0.249050,-0.282154
342197775.00,-0.249129,-0.282319
342197875.00,-0.249672,-0.282181
342197976.00,-0.249142,-0.282151
342198076.00,-0.249633,-0.281941
342198177.00,-0.249409,-0.281147
342198277.00,-0.249171,-0.281318
342198378.00,-0.249526,-0.281354
342198478.00,-0.249698,-0.280709
342198579.00,-0.249771,-0.280391
342198679.00,-0.249835,-0.279721
342198780.00,-0.249772,-0.279948
342198880.00,-0.249763,-0.279909
342198981.00,-0.249728,-0.279148
342199081.00,-0.250066,-0.279145
342199182.00,-0.250023,-0.279581
342199282.00,-0.249911,-0.278926
342199383.00,-0.250282,-0.278541
342199483.00,-0.249732,-0.277994
342199584.00,-0.250203,-0.278014
342199684.00,-0.250580,-0.277713
342199785.00,-0.250733,-0.277448
342199885.00,-0.250696,-0.277522
342199986.00,-0.250735,-0.277545
342200086.00,-0.250578,-0.276685
342200187.00,-0.251106,-0.276689
342200287.00,-0.251057,-0.276442
342200388.00,-0.251235,-0.275700
342200488.00,-0.250990,-0.275334
342200589.00,-0.251228,-0.275079
342200689.00,-0.251298,-0.274697
342200790.00,-0.251764,-0.274879
342200890.00,-0.251210,-0.274063
342200991.00,-0.251288,-0.273576
342201091.00,-0.250729,-0.273405
342201192.00,-0.251109,-0.273190
342201292.00,-0.251684,-0.272502
342201393.00,-0.251406,-0.272116
342201493.00,-0.251468,-0.271705
342201594.00,-0.251210,-0.271367
342201694.00,-0.251585,-0.270888
342201795.00,-0.251509,-0.270523
342201895.00,-0.251777,-0.269372
342201996.00,-0.251645,-0.268728
342202096.00,-0.251471,-0.268549
342202197.00,-0.251730,-0.267644
342202297.00,-0.251525,-0.267549
342202398.00,-0.251551,-0.266695
342202498.00,-0.251568,-0.266309
342202599.00,-0.252175,-0.265310
342202699.00,-0.252311,-0.265045
342202800.00,-0.251850,-0.263936
342202900.00,-0.252080,-0.263417
342203001.00,-0.251773,-0.263185
342203101.00,-0.251772,-0.261804
342203202.00,-0.251573,-0.260406
342203302.00,-0.251065,-0.259922
342203403.00,-0.251413,-0.259450
342203503.00,-0.251324,-0.258097
342203604.00,-0.251112,-0.257453
342203704.00,-0.250896,-0.256097
342203805.00,-0.250556,-0.255431
342203905.00,-0.250520,-0.254282
342204006.00,-0.250195,-0.253293
342204106.00,-0.249576,-0.251978
342204207.00,-0.249375,-0.250602
342204307.00,-0.248437,-0.249473
342204408.00,-0.248544,-0.248561
342204508.00,-0.247778,-0.247145
342204609.00,-0.247182,-0.245778
342204709.00,-0.246583,-0.244894
342204810.00,-0.246304,-0.243407
342204910.00,-0.244981,-0.241898
342205011.00,-0.244075,-0.240766
342205111.00,-0.243062,-0.239258
342205212.00,-0.242121,-0.238106
342205312.00,-0.240642,-0.236223
342205413.00,-0.239225,-0.234491
342205513.00,-0.237930,-0.232819
342205614.00,-0.235816,-0.231599
342205714.00,-0.233918,-0.229870
342205815.00,-0.231361,-0.228732
342205915.00,-0.228879,-0.227345
342206016.00,-0.226670,-0.226352
342206116.00,-0.223942,-0.225235
342206217.00,-0.220246,-0.223778
342206317.00,-0.217297,-0.223066
342206418.00,-0.213865,-0.222298
342206518.00,-0.209812,-0.221766
342206619.00,-0.205456,-0.221600
342206719.00,-0.201413,-0.221689
342206820.00,-0.197238,-0.222631
342206920.00,-0.193144,-0.223484
342207021.00,-0.188305,-0.224935
342207121.00,-0.183944,-0.226736
342207222.00,-0.179705,-0.229113
342207322.00,-0.175946,-0.232027
342207423.00,-0.172372,-0.235254
342207523.00,-0.169345,-0.237692
342207624.00,-0.166247,-0.241150
