DATE: 2018/06/07
TIME: 07:06:53
Frequency(Hz),	I(V),	Q(V)
331627927.00,-0.296495,-0.249065
331628027.00,-0.296043,-0.249351
331628128.00,-0.296128,-0.248971
331628228.00,-0.295921,-0.249253
331628329.00,-0.296046,-0.249564
331628429.00,-0.296292,-0.249499
331628530.00,-0.295822,-0.249266
331628630.00,-0.295770,-0.249256
331628731.00,-0.295659,-0.249185
331628831.00,-0.295717,-0.248908
331628932.00,-0.295630,-0.248858
331629032.00,-0.295180,-0.248678
331629133.00,-0.295487,-0.248440
331629233.00,-0.295087,-0.248925
331629334.00,-0.294943,-0.248669
331629434.00,-0.295115,-0.248938
331629535.00,-0.294838,-0.248655
331629635.00,-0.295045,-0.248584
331629736.00,-0.295033,-0.248394
331629836.00,-0.294954,-0.248329
331629937.00,-0.295159,-0.248786
331630037.00,-0.294720,-0.248270
331630138.00,-0.294324,-0.248399
331630238.00,-0.294426,-0.247891
331630339.00,-0.294088,-0.248354
331630439.00,-0.293824,-0.248155
331630540.00,-0.294089,-0.248482
331630640.00,-0.293520,-0.248667
331630741.00,-0.293501,-0.248150
331630841.00,-0.293673,-0.248064
331630942.00,-0.293714,-0.248361
331631042.00,-0.293571,-0.248392
331631143.00,-0.293032,-0.248299
331631243.00,-0.292601,-0.248275
331631344.00,-0.292626,-0.248025
331631444.00,-0.292651,-0.248151
331631545.00,-0.292009,-0.248182
331631645.00,-0.291743,-0.248314
331631746.00,-0.291797,-0.248111
331631846.00,-0.291048,-0.248246
331631947.00,-0.291690,-0.247699
331632047.00,-0.291347,-0.247616
331632148.00,-0.291396,-0.247826
331632248.00,-0.291069,-0.247731
331632349.00,-0.290733,-0.248218
331632449.00,-0.290749,-0.248038
331632550.00,-0.290477,-0.248298
331632650.00,-0.290162,-0.247952
331632751.00,-0.289779,-0.248161
331632851.00,-0.289451,-0.247932
331632952.00,-0.288882,-0.247838
331633052.00,-0.289127,-0.248243
331633153.00,-0.288705,-0.248031
331633253.00,-0.288533,-0.248326
331633354.00,-0.288153,-0.248097
331633454.00,-0.287731,-0.248319
331633555.00,-0.287364,-0.248206
331633655.00,-0.287811,-0.248415
331633756.00,-0.287040,-0.248124
331633856.00,-0.286959,-0.248015
331633957.00,-0.286676,-0.247881
331634057.00,-0.286472,-0.247770
331634158.00,-0.285940,-0.247986
331634258.00,-0.285295,-0.247997
331634359.00,-0.285328,-0.248271
331634459.00,-0.285251,-0.248302
331634560.00,-0.284660,-0.248180
331634660.00,-0.284146,-0.248082
331634761.00,-0.284169,-0.247897
331634861.00,-0.284069,-0.248323
331634962.00,-0.283396,-0.247935
331635062.00,-0.283042,-0.248281
331635163.00,-0.282333,-0.248390
331635263.00,-0.281808,-0.248518
331635364.00,-0.281346,-0.247800
331635464.00,-0.280921,-0.248167
331635565.00,-0.280672,-0.248240
331635665.00,-0.279763,-0.248418
331635766.00,-0.279790,-0.248609
331635866.00,-0.279128,-0.248784
331635967.00,-0.278402,-0.248792
331636067.00,-0.278345,-0.248641
331636168.00,-0.277497,-0.248702
331636268.00,-0.277341,-0.248688
331636369.00,-0.276575,-0.248591
331636469.00,-0.276007,-0.248637
331636570.00,-0.274991,-0.248936
331636670.00,-0.274694,-0.249593
331636771.00,-0.273889,-0.250020
331636871.00,-0.273600,-0.249897
331636972.00,-0.272832,-0.249769
331637072.00,-0.272181,-0.250063
331637173.00,-0.271627,-0.250228
331637273.00,-0.270842,-0.250229
331637374.00,-0.270031,-0.250714
331637474.00,-0.269666,-0.250957
331637575.00,-0.268152,-0.251599
331637675.00,-0.267767,-0.251935
331637776.00,-0.266854,-0.252193
331637876.00,-0.265863,-0.252315
331637977.00,-0.265057,-0.252180
331638077.00,-0.263885,-0.253187
331638178.00,-0.262946,-0.254056
331638278.00,-0.261726,-0.254407
331638379.00,-0.261034,-0.255036
331638479.00,-0.259821,-0.255255
331638580.00,-0.258602,-0.255810
331638680.00,-0.257194,-0.256697
331638781.00,-0.255902,-0.257564
331638881.00,-0.254634,-0.258166
331638982.00,-0.253931,-0.259573
331639082.00,-0.252642,-0.260826
331639183.00,-0.251412,-0.261543
331639283.00,-0.249855,-0.262780
331639384.00,-0.248590,-0.264714
331639484.00,-0.246923,-0.266304
331639585.00,-0.245455,-0.267831
331639685.00,-0.244737,-0.269990
331639786.00,-0.243108,-0.271651
331639886.00,-0.242114,-0.273715
331639987.00,-0.241400,-0.276388
331640087.00,-0.240400,-0.278855
331640188.00,-0.239414,-0.281869
331640288.00,-0.238721,-0.284472
331640389.00,-0.238163,-0.287911
331640489.00,-0.237907,-0.291411
331640590.00,-0.237827,-0.294553
331640690.00,-0.238200,-0.297739
331640791.00,-0.238974,-0.302085
331640891.00,-0.239816,-0.305610
331640992.00,-0.240982,-0.309238
331641092.00,-0.243336,-0.313254
331641193.00,-0.245620,-0.316829
331641293.00,-0.248398,-0.320637
331641394.00,-0.250812,-0.322958
331641494.00,-0.255267,-0.326156
331641595.00,-0.258800,-0.328678
331641695.00,-0.262605,-0.330510
331641796.00,-0.267537,-0.332196
331641896.00,-0.271177,-0.333509
331641997.00,-0.275566,-0.334177
331642097.00,-0.280072,-0.334503
331642198.00,-0.283504,-0.334575
331642298.00,-0.287535,-0.333860
331642399.00,-0.291615,-0.333009
331642499.00,-0.295727,-0.331947
331642600.00,-0.299157,-0.330839
331642700.00,-0.302373,-0.329085
331642801.00,-0.305449,-0.327318
331642901.00,-0.308294,-0.325341
331643002.00,-0.310762,-0.324257
331643102.00,-0.312812,-0.321823
331643203.00,-0.314928,-0.320149
331643303.00,-0.317040,-0.318471
331643404.00,-0.318264,-0.316411
331643504.00,-0.319932,-0.314502
331643605.00,-0.321002,-0.312840
331643705.00,-0.322021,-0.310936
331643806.00,-0.322551,-0.309371
331643906.00,-0.324190,-0.308022
331644007.00,-0.325122,-0.305714
331644107.00,-0.325425,-0.304462
331644208.00,-0.326038,-0.302756
331644308.00,-0.326580,-0.300971
331644409.00,-0.327298,-0.299233
331644509.00,-0.327314,-0.298588
331644610.00,-0.327338,-0.296762
331644710.00,-0.327400,-0.295685
331644811.00,-0.327476,-0.294600
331644911.00,-0.327965,-0.293486
331645012.00,-0.327894,-0.291878
331645112.00,-0.327744,-0.291009
331645213.00,-0.328084,-0.289701
331645313.00,-0.327943,-0.288853
331645414.00,-0.327783,-0.287973
331645514.00,-0.327688,-0.286871
331645615.00,-0.327725,-0.286176
331645715.00,-0.327557,-0.285496
331645816.00,-0.327265,-0.284422
331645916.00,-0.327451,-0.283850
331646017.00,-0.327327,-0.283399
331646117.00,-0.327189,-0.282658
331646218.00,-0.327229,-0.281820
331646318.00,-0.326838,-0.281230
331646419.00,-0.327125,-0.280496
331646519.00,-0.326256,-0.279972
331646620.00,-0.326349,-0.279277
331646720.00,-0.326544,-0.278909
331646821.00,-0.325797,-0.278177
331646921.00,-0.325629,-0.277695
331647022.00,-0.325911,-0.277249
331647122.00,-0.325453,-0.276773
331647223.00,-0.325747,-0.276482
331647323.00,-0.325247,-0.275802
331647424.00,-0.325599,-0.275165
331647524.00,-0.324845,-0.275333
331647625.00,-0.325180,-0.274923
331647725.00,-0.325431,-0.274359
331647826.00,-0.324960,-0.273864
331647927.00,-0.325106,-0.273460
