DATE: 2018/06/07
TIME: 06:52:46
Frequency(Hz),	I(V),	Q(V)
361786007.00,-0.355150,-0.195993
361786107.00,-0.355006,-0.195989
361786208.00,-0.354458,-0.195787
361786308.00,-0.354605,-0.196039
361786409.00,-0.354476,-0.196076
361786509.00,-0.354197,-0.196323
361786610.00,-0.354087,-0.195644
361786710.00,-0.354025,-0.196229
361786811.00,-0.353618,-0.196313
361786911.00,-0.353620,-0.196136
361787012.00,-0.352479,-0.196128
361787112.00,-0.352642,-0.196095
361787213.00,-0.352118,-0.195753
361787313.00,-0.352239,-0.195761
361787414.00,-0.351814,-0.195958
361787514.00,-0.351830,-0.195552
361787615.00,-0.351302,-0.195885
361787715.00,-0.350814,-0.195986
361787816.00,-0.350998,-0.196440
361787916.00,-0.350310,-0.196226
361788017.00,-0.349761,-0.196208
361788117.00,-0.349757,-0.195932
361788218.00,-0.349534,-0.196008
361788318.00,-0.349101,-0.195721
361788419.00,-0.349449,-0.196370
361788519.00,-0.349159,-0.196175
361788620.00,-0.348872,-0.196285
361788720.00,-0.348750,-0.196003
361788821.00,-0.347676,-0.196115
361788921.00,-0.347155,-0.196549
361789022.00,-0.347198,-0.196688
361789122.00,-0.346758,-0.196360
361789223.00,-0.346184,-0.196134
361789323.00,-0.345911,-0.196375
361789424.00,-0.345553,-0.196472
361789524.00,-0.345618,-0.196170
361789625.00,-0.345073,-0.196235
361789725.00,-0.344594,-0.196473
361789826.00,-0.344415,-0.196531
361789926.00,-0.343926,-0.196718
361790027.00,-0.343504,-0.196817
361790127.00,-0.343245,-0.197022
361790228.00,-0.343091,-0.197016
361790328.00,-0.342660,-0.197039
361790429.00,-0.342210,-0.197069
361790529.00,-0.341727,-0.196692
361790630.00,-0.341352,-0.196942
361790730.00,-0.340938,-0.197117
361790831.00,-0.340783,-0.196756
361790931.00,-0.339752,-0.196956
361791032.00,-0.338822,-0.197590
361791132.00,-0.338740,-0.197508
361791233.00,-0.338359,-0.197478
361791333.00,-0.337625,-0.197712
361791434.00,-0.336984,-0.197906
361791534.00,-0.336724,-0.198099
361791635.00,-0.335819,-0.198331
361791735.00,-0.335884,-0.198355
361791836.00,-0.335372,-0.198541
361791936.00,-0.334124,-0.198685
361792037.00,-0.334112,-0.199033
361792137.00,-0.333288,-0.198948
361792238.00,-0.332650,-0.199175
361792338.00,-0.332403,-0.199489
361792439.00,-0.332016,-0.199230
361792539.00,-0.330983,-0.199681
361792640.00,-0.330248,-0.199793
361792740.00,-0.330034,-0.199623
361792841.00,-0.329160,-0.200268
361792941.00,-0.328538,-0.200585
361793042.00,-0.327567,-0.200362
361793142.00,-0.327045,-0.200413
361793243.00,-0.326191,-0.200988
361793343.00,-0.325489,-0.201218
361793444.00,-0.324296,-0.201054
361793544.00,-0.323823,-0.202274
361793645.00,-0.322511,-0.202149
361793745.00,-0.322170,-0.202340
361793846.00,-0.321246,-0.203134
361793946.00,-0.320638,-0.203580
361794047.00,-0.319434,-0.204078
361794147.00,-0.318596,-0.204230
361794248.00,-0.317702,-0.204662
361794348.00,-0.316556,-0.204948
361794449.00,-0.315434,-0.205193
361794549.00,-0.314405,-0.205898
361794650.00,-0.313335,-0.206313
361794750.00,-0.312549,-0.206738
361794851.00,-0.311342,-0.208030
361794951.00,-0.310354,-0.208545
361795052.00,-0.309395,-0.208888
361795152.00,-0.308279,-0.210048
361795253.00,-0.307119,-0.210799
361795353.00,-0.305770,-0.211548
361795454.00,-0.304191,-0.212573
361795554.00,-0.303337,-0.213703
361795655.00,-0.301821,-0.214616
361795755.00,-0.300664,-0.215474
361795856.00,-0.299153,-0.216346
361795956.00,-0.297760,-0.217488
361796057.00,-0.296496,-0.219242
361796157.00,-0.294971,-0.220662
361796258.00,-0.293650,-0.221655
361796358.00,-0.291571,-0.223453
361796459.00,-0.290035,-0.224992
361796559.00,-0.288359,-0.226229
361796660.00,-0.286438,-0.228341
361796760.00,-0.285340,-0.230386
361796861.00,-0.283396,-0.232113
361796961.00,-0.281895,-0.234269
361797062.00,-0.280317,-0.236811
361797162.00,-0.278215,-0.240009
361797263.00,-0.277041,-0.242327
361797363.00,-0.275428,-0.245492
361797464.00,-0.273919,-0.248332
361797564.00,-0.272372,-0.251396
361797665.00,-0.271158,-0.254733
361797765.00,-0.269927,-0.259513
361797866.00,-0.268922,-0.262487
361797966.00,-0.268134,-0.266849
361798067.00,-0.266989,-0.271708
361798167.00,-0.266406,-0.276991
361798268.00,-0.265865,-0.281697
361798368.00,-0.265818,-0.286916
361798469.00,-0.266448,-0.292806
361798569.00,-0.267293,-0.299033
361798670.00,-0.268845,-0.305096
361798770.00,-0.271078,-0.310879
361798871.00,-0.273432,-0.317570
361798971.00,-0.276953,-0.323707
361799072.00,-0.280205,-0.329472
361799172.00,-0.284042,-0.335377
361799273.00,-0.288939,-0.341029
361799373.00,-0.295017,-0.345966
361799474.00,-0.300790,-0.350158
361799574.00,-0.307045,-0.354216
361799675.00,-0.315116,-0.357660
361799775.00,-0.320733,-0.359867
361799876.00,-0.328809,-0.362816
361799976.00,-0.335816,-0.363969
361800077.00,-0.343091,-0.365110
361800177.00,-0.349670,-0.365184
361800278.00,-0.355799,-0.365016
361800378.00,-0.363847,-0.364122
361800479.00,-0.369688,-0.363655
361800579.00,-0.375263,-0.362211
361800680.00,-0.381766,-0.359867
361800780.00,-0.387280,-0.357782
361800881.00,-0.392120,-0.355503
361800981.00,-0.397095,-0.353157
361801082.00,-0.402116,-0.350098
361801182.00,-0.406636,-0.347065
361801283.00,-0.411057,-0.343776
361801383.00,-0.414487,-0.340640
361801484.00,-0.418223,-0.336971
361801584.00,-0.420419,-0.334189
361801685.00,-0.423062,-0.330941
361801785.00,-0.426209,-0.327072
361801886.00,-0.428309,-0.323785
361801986.00,-0.431651,-0.319509
361802087.00,-0.432907,-0.316813
361802187.00,-0.433635,-0.313586
361802288.00,-0.435472,-0.310482
361802388.00,-0.436751,-0.307230
361802489.00,-0.437642,-0.303522
361802589.00,-0.438645,-0.300999
361802690.00,-0.439784,-0.297821
361802790.00,-0.440362,-0.295053
361802891.00,-0.440909,-0.291963
361802991.00,-0.441807,-0.289494
