DATE: 2018/06/07
TIME: 07:06:42
Frequency(Hz),	I(V),	Q(V)
331430000.00,-0.308529,-0.258848
331438163.00,-0.307190,-0.258650
331446326.00,-0.306963,-0.257930
331454489.00,-0.307131,-0.258125
331462653.00,-0.306511,-0.258155
331470816.00,-0.307004,-0.257624
331478979.00,-0.307092,-0.257153
331487142.00,-0.307680,-0.256008
331495306.00,-0.307007,-0.256451
331503469.00,-0.306991,-0.255792
331511632.00,-0.307116,-0.255987
331519795.00,-0.306880,-0.256017
331527959.00,-0.306602,-0.256364
331536122.00,-0.307460,-0.255685
331544285.00,-0.306912,-0.255089
331552448.00,-0.306125,-0.254530
331560612.00,-0.307144,-0.254590
331568775.00,-0.306386,-0.254398
331576938.00,-0.306093,-0.254403
331585102.00,-0.305953,-0.253414
331593265.00,-0.304276,-0.252453
331601428.00,-0.303941,-0.252666
331609591.00,-0.303538,-0.251680
331617755.00,-0.301474,-0.250544
331625918.00,-0.297742,-0.249171
331634081.00,-0.286324,-0.247143
331642244.00,-0.285378,-0.334887
331650408.00,-0.322039,-0.267291
331658571.00,-0.316273,-0.259576
331666734.00,-0.314220,-0.256696
331674897.00,-0.313263,-0.255674
331683061.00,-0.312335,-0.254786
331691224.00,-0.311734,-0.253555
331699387.00,-0.310811,-0.253931
331707551.00,-0.311238,-0.253784
331715714.00,-0.310742,-0.253700
331723877.00,-0.309831,-0.252887
331732040.00,-0.309967,-0.252266
331740204.00,-0.309988,-0.252005
331748367.00,-0.310632,-0.251685
331756530.00,-0.309981,-0.251665
331764693.00,-0.309577,-0.251859
331772857.00,-0.309063,-0.251195
331781020.00,-0.310461,-0.251256
331789183.00,-0.309685,-0.251222
331797346.00,-0.308972,-0.250500
331805510.00,-0.309404,-0.250518
331813673.00,-0.309559,-0.249624
331821836.00,-0.309422,-0.249729
331830000.00,-0.309040,-0.250103
