DATE: 2018/06/07
TIME: 07:13:14
Frequency(Hz),	I(V),	Q(V)
331627927.00,-0.340098,-0.241153
331628027.00,-0.340179,-0.241163
331628128.00,-0.339781,-0.240838
331628228.00,-0.339322,-0.240949
331628329.00,-0.339222,-0.240840
331628429.00,-0.339110,-0.241009
331628530.00,-0.338811,-0.240609
331628630.00,-0.338634,-0.240446
331628731.00,-0.338730,-0.240598
331628831.00,-0.338005,-0.240180
331628932.00,-0.337750,-0.240300
331629032.00,-0.338018,-0.240431
331629133.00,-0.337717,-0.240266
331629233.00,-0.337446,-0.240251
331629334.00,-0.337155,-0.240073
331629434.00,-0.337191,-0.240176
331629535.00,-0.337303,-0.240420
331629635.00,-0.336809,-0.240276
331629736.00,-0.336845,-0.240126
331629836.00,-0.336356,-0.239720
331629937.00,-0.336022,-0.240106
331630037.00,-0.336279,-0.240250
331630138.00,-0.335509,-0.240216
331630238.00,-0.334815,-0.239942
331630339.00,-0.334738,-0.239767
331630439.00,-0.334621,-0.239464
331630540.00,-0.334589,-0.239742
331630640.00,-0.334106,-0.239563
331630741.00,-0.333681,-0.239623
331630841.00,-0.333249,-0.239801
331630942.00,-0.332836,-0.239304
331631042.00,-0.333158,-0.239500
331631143.00,-0.332701,-0.239416
331631243.00,-0.332916,-0.239385
331631344.00,-0.332096,-0.239306
331631444.00,-0.331629,-0.238801
331631545.00,-0.331702,-0.238884
331631645.00,-0.330877,-0.239175
331631746.00,-0.330659,-0.238820
331631846.00,-0.330584,-0.238817
331631947.00,-0.330140,-0.238851
331632047.00,-0.329743,-0.238654
331632148.00,-0.329099,-0.238717
331632248.00,-0.329003,-0.238837
331632349.00,-0.328787,-0.238636
331632449.00,-0.328636,-0.238375
331632550.00,-0.327970,-0.238428
331632650.00,-0.327502,-0.238507
331632751.00,-0.326931,-0.238677
331632851.00,-0.326682,-0.238457
331632952.00,-0.326060,-0.238006
331633052.00,-0.326001,-0.237824
331633153.00,-0.325012,-0.237812
331633253.00,-0.324598,-0.237906
331633354.00,-0.324375,-0.238610
331633454.00,-0.323691,-0.238333
331633555.00,-0.323153,-0.238095
331633655.00,-0.322766,-0.237751
331633756.00,-0.322353,-0.238146
331633856.00,-0.321702,-0.237606
331633957.00,-0.321137,-0.237941
331634057.00,-0.320274,-0.238032
331634158.00,-0.319932,-0.238002
331634258.00,-0.319245,-0.238095
331634359.00,-0.318197,-0.238038
331634459.00,-0.317901,-0.238003
331634560.00,-0.316900,-0.238235
331634660.00,-0.316175,-0.238133
331634761.00,-0.316248,-0.238011
331634861.00,-0.315178,-0.238236
331634962.00,-0.314750,-0.238255
331635062.00,-0.314324,-0.237839
331635163.00,-0.312990,-0.237812
331635263.00,-0.312302,-0.237764
331635364.00,-0.311597,-0.237745
331635464.00,-0.310776,-0.237938
331635565.00,-0.310108,-0.238180
331635665.00,-0.309099,-0.237996
331635766.00,-0.308298,-0.237985
331635866.00,-0.307335,-0.238122
331635967.00,-0.305948,-0.237995
331636067.00,-0.304896,-0.238225
331636168.00,-0.303855,-0.238261
331636268.00,-0.303070,-0.238631
331636369.00,-0.301715,-0.238877
331636469.00,-0.300703,-0.239372
331636570.00,-0.299953,-0.239539
331636670.00,-0.298538,-0.239710
331636771.00,-0.297587,-0.239513
331636871.00,-0.295845,-0.239847
331636972.00,-0.294308,-0.240278
331637072.00,-0.293332,-0.240865
331637173.00,-0.291894,-0.241113
331637273.00,-0.289640,-0.241601
331637374.00,-0.288841,-0.241733
331637474.00,-0.287140,-0.242375
331637575.00,-0.285332,-0.242721
331637675.00,-0.283415,-0.243663
331637776.00,-0.281690,-0.244468
331637876.00,-0.279981,-0.244827
331637977.00,-0.277847,-0.245858
331638077.00,-0.275894,-0.246747
331638178.00,-0.273762,-0.247978
331638278.00,-0.271594,-0.248899
331638379.00,-0.268761,-0.250447
331638479.00,-0.266718,-0.251353
331638580.00,-0.264782,-0.253013
331638680.00,-0.261827,-0.254742
331638781.00,-0.259410,-0.256459
331638881.00,-0.256799,-0.258557
331638982.00,-0.253770,-0.260744
331639082.00,-0.250884,-0.263441
331639183.00,-0.248336,-0.265972
331639283.00,-0.245262,-0.269541
331639384.00,-0.242038,-0.273101
331639484.00,-0.238826,-0.276825
331639585.00,-0.235850,-0.281808
331639685.00,-0.232543,-0.287072
331639786.00,-0.229736,-0.292651
331639886.00,-0.227325,-0.299033
331639987.00,-0.225017,-0.305429
331640087.00,-0.222797,-0.313473
331640188.00,-0.221798,-0.321907
331640288.00,-0.221555,-0.331403
331640389.00,-0.222446,-0.340943
331640489.00,-0.224248,-0.349370
331640590.00,-0.227686,-0.359764
331640690.00,-0.232429,-0.368511
331640791.00,-0.237228,-0.376362
331640891.00,-0.244609,-0.385230
331640992.00,-0.251618,-0.391324
331641092.00,-0.259531,-0.397875
331641193.00,-0.266811,-0.402445
331641293.00,-0.276466,-0.406049
331641394.00,-0.283840,-0.408564
331641494.00,-0.291752,-0.410125
331641595.00,-0.299793,-0.411430
331641695.00,-0.306936,-0.411989
331641796.00,-0.314053,-0.411352
331641896.00,-0.322053,-0.410964
331641997.00,-0.328045,-0.409720
331642097.00,-0.334473,-0.408437
331642198.00,-0.341183,-0.406043
331642298.00,-0.347617,-0.403837
331642399.00,-0.352977,-0.401221
331642499.00,-0.357690,-0.398577
331642600.00,-0.362466,-0.395348
331642700.00,-0.366649,-0.392428
331642801.00,-0.370587,-0.389352
331642901.00,-0.374799,-0.386447
331643002.00,-0.377806,-0.383183
331643102.00,-0.381206,-0.379279
331643203.00,-0.384355,-0.375717
331643303.00,-0.387126,-0.372636
331643404.00,-0.389080,-0.369093
331643504.00,-0.391270,-0.365433
331643605.00,-0.393225,-0.362736
331643705.00,-0.394786,-0.359149
331643806.00,-0.396232,-0.356329
331643906.00,-0.397698,-0.352963
