DATE: 2018/06/07
TIME: 06:56:00
Frequency(Hz),	I(V),	Q(V)
330641193.00,-0.301663,-0.278472
330692475.00,-0.302518,-0.277281
330743757.00,-0.302992,-0.276073
330795039.00,-0.303609,-0.275357
330846321.00,-0.304486,-0.274449
330897603.00,-0.304786,-0.272716
330948885.00,-0.305489,-0.271919
331000167.00,-0.306021,-0.270389
331051449.00,-0.305980,-0.268966
331102731.00,-0.306593,-0.267862
331154013.00,-0.307147,-0.266193
331205295.00,-0.307870,-0.264917
331256577.00,-0.308109,-0.263780
331307859.00,-0.308032,-0.262310
331359141.00,-0.307610,-0.261451
331410423.00,-0.307901,-0.260064
331461705.00,-0.307928,-0.258323
331512987.00,-0.307705,-0.257135
331564269.00,-0.307405,-0.255609
331615551.00,-0.303257,-0.252675
331666834.00,-0.314977,-0.258095
331718116.00,-0.311438,-0.254068
331769398.00,-0.310615,-0.252624
331820680.00,-0.310964,-0.250955
331871962.00,-0.310555,-0.250098
331923244.00,-0.310254,-0.248656
331974526.00,-0.310034,-0.247037
332025808.00,-0.309956,-0.245857
332077090.00,-0.310301,-0.244518
332128372.00,-0.309887,-0.243368
332179654.00,-0.309754,-0.242304
332230936.00,-0.309368,-0.240335
332282218.00,-0.308769,-0.239621
332333500.00,-0.308942,-0.238586
332384782.00,-0.308484,-0.237493
332436064.00,-0.307877,-0.236382
332487346.00,-0.307138,-0.235268
332538628.00,-0.306907,-0.234022
332589910.00,-0.306118,-0.232973
332641193.00,-0.305717,-0.231669
