DATE: 2018/06/07
TIME: 07:00:21
Frequency(Hz),	I(V),	Q(V)
331430000.00,-0.363123,-0.261262
331438163.00,-0.362746,-0.260976
331446326.00,-0.363162,-0.260474
331454489.00,-0.362907,-0.259884
331462653.00,-0.363331,-0.259186
331470816.00,-0.362651,-0.258590
331478979.00,-0.363442,-0.258623
331487142.00,-0.362637,-0.257986
331495306.00,-0.362443,-0.257475
331503469.00,-0.362719,-0.256507
331511632.00,-0.362440,-0.256530
331519795.00,-0.362007,-0.255914
331527959.00,-0.361887,-0.256095
331536122.00,-0.362717,-0.255329
331544285.00,-0.361544,-0.254860
331552448.00,-0.361834,-0.253989
331560612.00,-0.361583,-0.253950
331568775.00,-0.360748,-0.252882
331576938.00,-0.360152,-0.252618
331585102.00,-0.359348,-0.251335
331593265.00,-0.359071,-0.250768
331601428.00,-0.357099,-0.249645
331609591.00,-0.355059,-0.248694
331617755.00,-0.352115,-0.246252
331625918.00,-0.345067,-0.244260
331634081.00,-0.322141,-0.240564
331642244.00,-0.348746,-0.406086
331650408.00,-0.391733,-0.277730
331658571.00,-0.380680,-0.263791
331666734.00,-0.376180,-0.259369
331674897.00,-0.373831,-0.256505
331683061.00,-0.372146,-0.254938
331691224.00,-0.371139,-0.253837
331699387.00,-0.370076,-0.252962
331707551.00,-0.370232,-0.251678
331715714.00,-0.369313,-0.250834
331723877.00,-0.368642,-0.250911
331732040.00,-0.369450,-0.250057
331740204.00,-0.368279,-0.248762
331748367.00,-0.368297,-0.248791
331756530.00,-0.367949,-0.247894
331764693.00,-0.368013,-0.247596
331772857.00,-0.367229,-0.247012
331781020.00,-0.367101,-0.247558
331789183.00,-0.366518,-0.246041
331797346.00,-0.366518,-0.246153
331805510.00,-0.367322,-0.245472
331813673.00,-0.365899,-0.245478
331821836.00,-0.367121,-0.245039
331830000.00,-0.367156,-0.244341
