DATE: 2018/06/07
TIME: 06:34:47
Frequency(Hz),	I(V),	Q(V)
360799082.00,-0.394226,-0.257042
360850364.00,-0.394451,-0.254617
360901646.00,-0.394673,-0.250848
360952928.00,-0.394953,-0.248084
361004210.00,-0.394593,-0.245208
361055492.00,-0.395028,-0.242651
361106774.00,-0.395239,-0.239325
361158056.00,-0.394954,-0.236264
361209338.00,-0.394745,-0.234240
361260620.00,-0.394293,-0.230423
361311902.00,-0.393608,-0.227673
361363184.00,-0.393188,-0.224739
361414466.00,-0.392911,-0.221876
361465748.00,-0.392329,-0.219178
361517030.00,-0.391793,-0.216713
361568312.00,-0.390877,-0.214026
361619594.00,-0.389237,-0.209927
361670876.00,-0.387965,-0.207305
361722158.00,-0.384768,-0.204136
361773440.00,-0.373630,-0.199488
361824723.00,-0.403769,-0.206664
361876005.00,-0.392214,-0.198982
361927287.00,-0.389120,-0.196373
361978569.00,-0.387349,-0.193175
362029851.00,-0.385410,-0.190230
362081133.00,-0.383600,-0.187874
362132415.00,-0.382329,-0.185123
362183697.00,-0.380617,-0.182411
362234979.00,-0.378856,-0.180086
362286261.00,-0.377358,-0.177395
362337543.00,-0.375420,-0.175067
362388825.00,-0.374162,-0.172630
362440107.00,-0.372059,-0.170274
362491389.00,-0.370830,-0.168003
362542671.00,-0.368805,-0.165945
362593953.00,-0.367677,-0.163795
362645235.00,-0.365178,-0.161541
362696517.00,-0.363345,-0.159209
362747799.00,-0.361169,-0.157122
362799082.00,-0.358794,-0.155221
