DATE: 2018/06/07
TIME: 07:25:37
Frequency(Hz),	I(V),	Q(V)
360800195.00,-0.327173,-0.249058
360851477.00,-0.327752,-0.247540
360902759.00,-0.327719,-0.245863
360954041.00,-0.327760,-0.244291
361005323.00,-0.327969,-0.242687
361056605.00,-0.328533,-0.241262
361107887.00,-0.327876,-0.239397
361159169.00,-0.327945,-0.238000
361210451.00,-0.327897,-0.236270
361261733.00,-0.327902,-0.235070
361313015.00,-0.327941,-0.233283
361364297.00,-0.327484,-0.231935
361415579.00,-0.327379,-0.230361
361466861.00,-0.326880,-0.228812
361518143.00,-0.326196,-0.227152
361569425.00,-0.325576,-0.225612
361620707.00,-0.325209,-0.224427
361671989.00,-0.324254,-0.222907
361723271.00,-0.322343,-0.220830
361774553.00,-0.316485,-0.218367
361825836.00,-0.332084,-0.221857
361877118.00,-0.326996,-0.218084
361928400.00,-0.325402,-0.216288
361979682.00,-0.324288,-0.214747
362030964.00,-0.323037,-0.213660
362082246.00,-0.322652,-0.211521
362133528.00,-0.321514,-0.210392
362184810.00,-0.320938,-0.209080
362236092.00,-0.319833,-0.207694
362287374.00,-0.318810,-0.206688
362338656.00,-0.317783,-0.205079
362389938.00,-0.316681,-0.203995
362441220.00,-0.316287,-0.202946
362492502.00,-0.315125,-0.201262
362543784.00,-0.314039,-0.199938
362595066.00,-0.313126,-0.198774
362646348.00,-0.312737,-0.197555
362697630.00,-0.311385,-0.196154
362748912.00,-0.310103,-0.195519
362800195.00,-0.309261,-0.194832
