DATE: 2018/06/07
TIME: 06:39:57
Frequency(Hz),	I(V),	Q(V)
361745000.00,-0.324632,-0.223690
361747564.00,-0.324398,-0.223120
361750128.00,-0.324153,-0.223213
361752692.00,-0.324252,-0.223014
361755256.00,-0.323638,-0.223010
361757820.00,-0.323177,-0.223248
361760384.00,-0.323112,-0.222723
361762948.00,-0.322454,-0.223188
361765512.00,-0.322350,-0.222912
361768076.00,-0.321756,-0.222757
361770641.00,-0.321184,-0.223038
361773205.00,-0.320365,-0.222439
361775769.00,-0.319641,-0.222146
361778333.00,-0.318651,-0.222552
361780897.00,-0.317295,-0.221886
361783461.00,-0.315258,-0.221970
361786025.00,-0.312635,-0.222014
361788589.00,-0.308898,-0.222279
361791153.00,-0.304109,-0.223164
361793717.00,-0.295690,-0.225793
361796282.00,-0.280908,-0.235835
361798846.00,-0.271040,-0.277601
361801410.00,-0.339751,-0.295952
361803974.00,-0.356166,-0.257677
361806538.00,-0.351073,-0.241956
361809102.00,-0.346977,-0.235333
361811666.00,-0.343455,-0.231662
361814230.00,-0.340936,-0.229751
361816794.00,-0.339217,-0.228786
361819358.00,-0.338352,-0.227559
361821923.00,-0.336765,-0.226736
361824487.00,-0.335699,-0.226134
361827051.00,-0.334686,-0.225661
361829615.00,-0.334263,-0.225306
361832179.00,-0.333902,-0.224673
361834743.00,-0.333389,-0.224649
361837307.00,-0.333143,-0.224199
361839871.00,-0.332585,-0.224162
361842435.00,-0.332463,-0.223789
361845000.00,-0.332564,-0.223783
