DATE: 2018/06/07
TIME: 07:02:30
Frequency(Hz),	I(V),	Q(V)
342000000.00,-0.220592,-0.351813
342008163.00,-0.221132,-0.351057
342016326.00,-0.221855,-0.351381
342024489.00,-0.222424,-0.351506
342032653.00,-0.221913,-0.351121
342040816.00,-0.221657,-0.351134
342048979.00,-0.223165,-0.350738
342057142.00,-0.224267,-0.350828
342065306.00,-0.224455,-0.351880
342073469.00,-0.224844,-0.351534
342081632.00,-0.225222,-0.351877
342089795.00,-0.225880,-0.350586
342097959.00,-0.225316,-0.351044
342106122.00,-0.227394,-0.349878
342114285.00,-0.228664,-0.350756
342122448.00,-0.228195,-0.350266
342130612.00,-0.228524,-0.350284
342138775.00,-0.230096,-0.348911
342146938.00,-0.230638,-0.348505
342155102.00,-0.232110,-0.347844
342163265.00,-0.232729,-0.347348
342171428.00,-0.233920,-0.346616
342179591.00,-0.236287,-0.343940
342187755.00,-0.240063,-0.339422
342195918.00,-0.246748,-0.328036
342204081.00,-0.251701,-0.265520
342212244.00,-0.164674,-0.381343
342220408.00,-0.207502,-0.369726
342228571.00,-0.217065,-0.365400
342236734.00,-0.221132,-0.362737
342244897.00,-0.224381,-0.361180
342253061.00,-0.226313,-0.359173
342261224.00,-0.227307,-0.359260
342269387.00,-0.227588,-0.358288
342277551.00,-0.229262,-0.358241
342285714.00,-0.230178,-0.358356
342293877.00,-0.230863,-0.357884
342302040.00,-0.231567,-0.358246
342310204.00,-0.231590,-0.357331
342318367.00,-0.232813,-0.357165
342326530.00,-0.232874,-0.356833
342334693.00,-0.233489,-0.357163
342342857.00,-0.234012,-0.356013
342351020.00,-0.233899,-0.356989
342359183.00,-0.235826,-0.356914
342367346.00,-0.235766,-0.355828
342375510.00,-0.235927,-0.356008
342383673.00,-0.235798,-0.355826
342391836.00,-0.237058,-0.356221
342400000.00,-0.237580,-0.356393
