DATE: 2018/06/07
TIME: 06:41:17
Frequency(Hz),	I(V),	Q(V)
331430000.00,-0.281577,-0.260124
331438163.00,-0.281574,-0.260092
331446326.00,-0.280854,-0.259307
331454489.00,-0.281785,-0.259317
331462653.00,-0.280601,-0.259805
331470816.00,-0.281798,-0.259283
331478979.00,-0.281329,-0.259062
331487142.00,-0.281576,-0.259549
331495306.00,-0.280868,-0.258339
331503469.00,-0.281326,-0.258614
331511632.00,-0.280983,-0.258753
331519795.00,-0.281158,-0.258134
331527959.00,-0.281645,-0.258284
331536122.00,-0.281513,-0.257723
331544285.00,-0.281481,-0.258634
331552448.00,-0.280822,-0.257849
331560612.00,-0.281996,-0.257949
331568775.00,-0.281110,-0.257604
331576938.00,-0.280361,-0.257699
331585102.00,-0.281444,-0.258154
331593265.00,-0.280337,-0.256937
331601428.00,-0.280361,-0.256979
331609591.00,-0.278771,-0.256944
331617755.00,-0.278060,-0.256045
331625918.00,-0.277306,-0.255677
331634081.00,-0.271145,-0.254491
331642244.00,-0.270529,-0.296183
331650408.00,-0.288660,-0.263952
331658571.00,-0.285973,-0.260764
331666734.00,-0.284566,-0.258192
331674897.00,-0.284627,-0.257741
331683061.00,-0.284234,-0.257975
331691224.00,-0.283129,-0.257914
331699387.00,-0.283266,-0.257124
331707551.00,-0.282948,-0.256787
331715714.00,-0.282376,-0.257298
331723877.00,-0.283042,-0.256723
331732040.00,-0.282821,-0.257160
331740204.00,-0.283006,-0.256689
331748367.00,-0.283168,-0.256800
331756530.00,-0.282863,-0.256078
331764693.00,-0.282683,-0.256156
331772857.00,-0.282573,-0.256169
331781020.00,-0.282998,-0.255315
331789183.00,-0.282923,-0.256156
331797346.00,-0.282961,-0.255247
331805510.00,-0.282314,-0.255585
331813673.00,-0.282186,-0.255534
331821836.00,-0.282686,-0.255241
331830000.00,-0.281861,-0.255313
