DATE: 2018/06/07
TIME: 07:11:49
Frequency(Hz),	I(V),	Q(V)
361786600.00,-0.309847,-0.218625
361786700.00,-0.309903,-0.218942
361786801.00,-0.309803,-0.218658
361786901.00,-0.309284,-0.218772
361787002.00,-0.309275,-0.218758
361787102.00,-0.309406,-0.218744
361787203.00,-0.309388,-0.218400
361787303.00,-0.309004,-0.218416
361787404.00,-0.308491,-0.218564
361787504.00,-0.308707,-0.218926
361787605.00,-0.308197,-0.218587
361787705.00,-0.308240,-0.218405
361787806.00,-0.308218,-0.218418
361787906.00,-0.307825,-0.219103
361788007.00,-0.307983,-0.218456
361788107.00,-0.307972,-0.218656
361788208.00,-0.307392,-0.218597
361788308.00,-0.307328,-0.218344
361788409.00,-0.306999,-0.218548
361788509.00,-0.307275,-0.218488
361788610.00,-0.307339,-0.218632
361788710.00,-0.307204,-0.218577
361788811.00,-0.306612,-0.218801
361788911.00,-0.306844,-0.218590
361789012.00,-0.306439,-0.218733
361789112.00,-0.306073,-0.218877
361789213.00,-0.305981,-0.218844
361789313.00,-0.305593,-0.219230
361789414.00,-0.305611,-0.219050
361789514.00,-0.305393,-0.219144
361789615.00,-0.305220,-0.219359
361789715.00,-0.304748,-0.219009
361789816.00,-0.304627,-0.218886
361789916.00,-0.304415,-0.218968
361790017.00,-0.304488,-0.219377
361790117.00,-0.304580,-0.219220
361790218.00,-0.304190,-0.218852
361790318.00,-0.304229,-0.218831
361790419.00,-0.303417,-0.219234
361790519.00,-0.302885,-0.219327
361790620.00,-0.303062,-0.219374
361790720.00,-0.303154,-0.219349
361790821.00,-0.302438,-0.219554
361790921.00,-0.302539,-0.219416
361791022.00,-0.302147,-0.219411
361791122.00,-0.301850,-0.219453
361791223.00,-0.301459,-0.219586
361791323.00,-0.301159,-0.219312
361791424.00,-0.300878,-0.219555
361791524.00,-0.300982,-0.219359
361791625.00,-0.300542,-0.219746
361791725.00,-0.300283,-0.219448
361791826.00,-0.300431,-0.219516
361791926.00,-0.299688,-0.219395
361792027.00,-0.299381,-0.219543
361792127.00,-0.299383,-0.219732
361792228.00,-0.299213,-0.220443
361792328.00,-0.298855,-0.220762
361792429.00,-0.298180,-0.220322
361792529.00,-0.298425,-0.220473
361792630.00,-0.297794,-0.220483
361792730.00,-0.297092,-0.221016
361792831.00,-0.296872,-0.221356
361792931.00,-0.296184,-0.221298
361793032.00,-0.296021,-0.221461
361793132.00,-0.295579,-0.221555
361793233.00,-0.295536,-0.221610
361793333.00,-0.295118,-0.221450
361793434.00,-0.294571,-0.221609
361793534.00,-0.293709,-0.221936
361793635.00,-0.293403,-0.222116
361793735.00,-0.292865,-0.222551
361793836.00,-0.292518,-0.222992
361793936.00,-0.292444,-0.223248
361794037.00,-0.291527,-0.223239
361794137.00,-0.291193,-0.223352
361794238.00,-0.290689,-0.223501
361794338.00,-0.290001,-0.224056
361794439.00,-0.289972,-0.224537
361794539.00,-0.289551,-0.224695
361794640.00,-0.288834,-0.224989
361794740.00,-0.288310,-0.225437
361794841.00,-0.287850,-0.225730
361794941.00,-0.287382,-0.225717
361795042.00,-0.286572,-0.226488
361795142.00,-0.286039,-0.226522
361795243.00,-0.285587,-0.227146
361795343.00,-0.284573,-0.227287
361795444.00,-0.283743,-0.228212
361795544.00,-0.283298,-0.228224
361795645.00,-0.282776,-0.229193
361795745.00,-0.282071,-0.229369
361795846.00,-0.280961,-0.229920
361795946.00,-0.280691,-0.230626
361796047.00,-0.279660,-0.230896
361796147.00,-0.278938,-0.231488
361796248.00,-0.278569,-0.232579
361796348.00,-0.277603,-0.233295
361796449.00,-0.277171,-0.233942
361796549.00,-0.276685,-0.234948
361796650.00,-0.275743,-0.235461
361796750.00,-0.274960,-0.236382
361796851.00,-0.274435,-0.238138
361796951.00,-0.273491,-0.239427
361797052.00,-0.272629,-0.240625
361797152.00,-0.272011,-0.241335
361797253.00,-0.271482,-0.242481
361797353.00,-0.270765,-0.244300
361797454.00,-0.270197,-0.245423
361797554.00,-0.269618,-0.246363
361797655.00,-0.268782,-0.248220
361797755.00,-0.268250,-0.250044
361797856.00,-0.268207,-0.251592
361797956.00,-0.267207,-0.253629
361798057.00,-0.266698,-0.255906
361798157.00,-0.266322,-0.257847
361798258.00,-0.266682,-0.259725
361798358.00,-0.266502,-0.262690
361798459.00,-0.266668,-0.264691
361798559.00,-0.266918,-0.267093
361798660.00,-0.267268,-0.269037
361798760.00,-0.267451,-0.271847
361798861.00,-0.268569,-0.274477
361798961.00,-0.269402,-0.277392
361799062.00,-0.270608,-0.279404
361799162.00,-0.272066,-0.282206
361799263.00,-0.273926,-0.285184
361799363.00,-0.275757,-0.287087
361799464.00,-0.277655,-0.289415
361799564.00,-0.280112,-0.292092
361799665.00,-0.282884,-0.293934
361799765.00,-0.285944,-0.296126
361799866.00,-0.289023,-0.298350
361799966.00,-0.291947,-0.299413
361800067.00,-0.295351,-0.300452
361800167.00,-0.299085,-0.301695
361800268.00,-0.302071,-0.302043
361800368.00,-0.306347,-0.302284
361800469.00,-0.309277,-0.302200
361800569.00,-0.312321,-0.301840
361800670.00,-0.316342,-0.301934
361800770.00,-0.319994,-0.301435
361800871.00,-0.322955,-0.300297
361800971.00,-0.325450,-0.299417
361801072.00,-0.328820,-0.297739
361801172.00,-0.331981,-0.295977
361801273.00,-0.334049,-0.294418
361801373.00,-0.336122,-0.293485
361801474.00,-0.338499,-0.291377
361801574.00,-0.340347,-0.289504
361801675.00,-0.342111,-0.287640
361801775.00,-0.344032,-0.285780
361801876.00,-0.345048,-0.284165
361801976.00,-0.346183,-0.282197
361802077.00,-0.347411,-0.280401
361802177.00,-0.348328,-0.278837
361802278.00,-0.349789,-0.276514
361802378.00,-0.350376,-0.274897
361802479.00,-0.350920,-0.273317
361802579.00,-0.351794,-0.271817
361802680.00,-0.352234,-0.269859
361802780.00,-0.352606,-0.268648
361802881.00,-0.352757,-0.266740
361802981.00,-0.352861,-0.265237
361803082.00,-0.352861,-0.264116
361803182.00,-0.353092,-0.262246
361803283.00,-0.353034,-0.261173
361803383.00,-0.353360,-0.260073
361803484.00,-0.353356,-0.259012
361803584.00,-0.353541,-0.257807
361803685.00,-0.353278,-0.257174
361803785.00,-0.353162,-0.255767
361803886.00,-0.353198,-0.254705
361803986.00,-0.353050,-0.253924
361804087.00,-0.352955,-0.252662
361804187.00,-0.352781,-0.252259
361804288.00,-0.352687,-0.251286
361804388.00,-0.352901,-0.250330
361804489.00,-0.352771,-0.249809
361804589.00,-0.352650,-0.249227
361804690.00,-0.352342,-0.248192
361804790.00,-0.352231,-0.248000
361804891.00,-0.351765,-0.247192
361804991.00,-0.351587,-0.246651
361805092.00,-0.351503,-0.245718
361805192.00,-0.351146,-0.244766
361805293.00,-0.351118,-0.244315
361805393.00,-0.350983,-0.243666
361805494.00,-0.350903,-0.243159
361805594.00,-0.350559,-0.242556
361805695.00,-0.350519,-0.241996
361805795.00,-0.349898,-0.241491
361805896.00,-0.350091,-0.241196
361805996.00,-0.350205,-0.240788
361806097.00,-0.349606,-0.240340
361806197.00,-0.349367,-0.239836
361806298.00,-0.349316,-0.239220
361806398.00,-0.348924,-0.238992
361806499.00,-0.348755,-0.238784
361806600.00,-0.348486,-0.238085
