DATE: 2018/06/07
TIME: 07:02:40
Frequency(Hz),	I(V),	Q(V)
342195363.00,-0.246240,-0.330019
342195463.00,-0.246081,-0.330024
342195564.00,-0.245906,-0.330043
342195664.00,-0.246565,-0.329263
342195765.00,-0.246070,-0.329247
342195865.00,-0.246498,-0.328911
342195966.00,-0.246286,-0.329208
342196066.00,-0.246637,-0.328738
342196167.00,-0.246684,-0.328647
342196267.00,-0.247124,-0.328592
342196368.00,-0.247530,-0.328116
342196468.00,-0.247460,-0.327469
342196569.00,-0.247653,-0.327176
342196669.00,-0.247395,-0.327127
342196770.00,-0.247799,-0.326665
342196870.00,-0.248073,-0.326472
342196971.00,-0.247707,-0.326405
342197071.00,-0.247827,-0.326179
342197172.00,-0.247641,-0.325851
342197272.00,-0.248217,-0.325544
342197373.00,-0.248146,-0.325322
342197473.00,-0.248072,-0.324772
342197574.00,-0.248078,-0.323916
342197674.00,-0.248441,-0.323636
342197775.00,-0.249148,-0.323394
342197875.00,-0.248925,-0.322990
342197976.00,-0.249193,-0.322700
342198076.00,-0.249352,-0.322389
342198177.00,-0.249191,-0.322197
342198277.00,-0.249551,-0.321651
342198378.00,-0.249879,-0.321533
342198478.00,-0.250027,-0.321102
342198579.00,-0.249994,-0.320681
342198679.00,-0.250132,-0.320241
342198780.00,-0.250385,-0.319747
342198880.00,-0.250873,-0.319387
342198981.00,-0.250908,-0.318795
342199081.00,-0.250830,-0.318455
342199182.00,-0.251241,-0.318333
342199282.00,-0.251037,-0.318156
342199383.00,-0.251178,-0.317597
342199483.00,-0.251497,-0.317027
342199584.00,-0.251359,-0.316288
342199684.00,-0.251479,-0.315978
342199785.00,-0.251902,-0.315065
342199885.00,-0.252083,-0.314817
342199986.00,-0.252190,-0.314230
342200086.00,-0.252224,-0.313585
342200187.00,-0.252366,-0.312592
342200287.00,-0.252467,-0.312005
342200388.00,-0.252493,-0.311471
342200488.00,-0.252572,-0.310719
342200589.00,-0.252521,-0.310183
342200689.00,-0.253162,-0.309696
342200790.00,-0.253160,-0.309032
342200890.00,-0.253520,-0.308169
342200991.00,-0.253384,-0.307811
342201091.00,-0.254290,-0.306553
342201192.00,-0.253951,-0.305746
342201292.00,-0.254219,-0.305494
342201393.00,-0.254808,-0.304570
342201493.00,-0.255004,-0.303949
342201594.00,-0.255079,-0.302732
