DATE: 2018/06/07
TIME: 06:33:42
Frequency(Hz),	I(V),	Q(V)
361787927.00,-0.354464,-0.198606
361788027.00,-0.354004,-0.198553
361788128.00,-0.353794,-0.198385
361788228.00,-0.353429,-0.198396
361788329.00,-0.353119,-0.198279
361788429.00,-0.353044,-0.198691
361788530.00,-0.352917,-0.198397
361788630.00,-0.352382,-0.198174
361788731.00,-0.351890,-0.198557
361788831.00,-0.351580,-0.198304
361788932.00,-0.351233,-0.198486
361789032.00,-0.350991,-0.198137
361789133.00,-0.350958,-0.198367
361789233.00,-0.350837,-0.198570
361789334.00,-0.349889,-0.198451
361789434.00,-0.349426,-0.198617
361789535.00,-0.349210,-0.198215
361789635.00,-0.348732,-0.198742
361789736.00,-0.348167,-0.198641
361789836.00,-0.348144,-0.199262
361789937.00,-0.347550,-0.199011
361790037.00,-0.347057,-0.199301
361790138.00,-0.346395,-0.198761
361790238.00,-0.346448,-0.199400
361790339.00,-0.345615,-0.199209
361790439.00,-0.345429,-0.199829
361790540.00,-0.344976,-0.199309
361790640.00,-0.344552,-0.199403
361790741.00,-0.344100,-0.199219
361790841.00,-0.343868,-0.199898
361790942.00,-0.343368,-0.199618
361791042.00,-0.342965,-0.200129
361791143.00,-0.342375,-0.199837
361791243.00,-0.341928,-0.200333
361791344.00,-0.341513,-0.199972
361791444.00,-0.340764,-0.200184
361791545.00,-0.340434,-0.200173
361791645.00,-0.339705,-0.200253
361791746.00,-0.339453,-0.200562
361791846.00,-0.338748,-0.201209
361791947.00,-0.338128,-0.201594
361792047.00,-0.337613,-0.201773
361792148.00,-0.336907,-0.201630
361792248.00,-0.336582,-0.201764
361792349.00,-0.335983,-0.201743
361792449.00,-0.335305,-0.202191
361792550.00,-0.334705,-0.202286
361792650.00,-0.334221,-0.202176
361792751.00,-0.333491,-0.202574
361792851.00,-0.332763,-0.202027
361792952.00,-0.332241,-0.202735
361793052.00,-0.331218,-0.203446
361793153.00,-0.331058,-0.203528
361793253.00,-0.329902,-0.203758
361793354.00,-0.329028,-0.204049
361793454.00,-0.328195,-0.204143
361793555.00,-0.327046,-0.204404
361793655.00,-0.326376,-0.205141
361793756.00,-0.325672,-0.205845
361793856.00,-0.324766,-0.205665
361793957.00,-0.323929,-0.206335
361794057.00,-0.323137,-0.206719
361794158.00,-0.322046,-0.207211
361794258.00,-0.320017,-0.208056
361794359.00,-0.319639,-0.208154
361794459.00,-0.318806,-0.208510
361794560.00,-0.317169,-0.208984
361794660.00,-0.316700,-0.209623
361794761.00,-0.315492,-0.210020
361794861.00,-0.314623,-0.210841
361794962.00,-0.313438,-0.211331
361795062.00,-0.312303,-0.211918
361795163.00,-0.311556,-0.212640
361795263.00,-0.310264,-0.213287
361795364.00,-0.308971,-0.214445
361795464.00,-0.307463,-0.215073
361795565.00,-0.306629,-0.216562
361795665.00,-0.304903,-0.216953
361795766.00,-0.303940,-0.218089
361795866.00,-0.302520,-0.219162
361795967.00,-0.300901,-0.220607
361796067.00,-0.299129,-0.222080
361796168.00,-0.297948,-0.222649
361796268.00,-0.296450,-0.224177
361796369.00,-0.294827,-0.226029
361796469.00,-0.292782,-0.227454
361796570.00,-0.291754,-0.229494
361796670.00,-0.290271,-0.231270
361796771.00,-0.288555,-0.233431
361796871.00,-0.286806,-0.235678
361796972.00,-0.285139,-0.237598
361797072.00,-0.283220,-0.240288
361797173.00,-0.282043,-0.242258
361797273.00,-0.280129,-0.245226
361797374.00,-0.278649,-0.248357
361797474.00,-0.277370,-0.251314
361797575.00,-0.276163,-0.255066
361797675.00,-0.274680,-0.258566
361797776.00,-0.273622,-0.261650
361797876.00,-0.272465,-0.265776
361797977.00,-0.271616,-0.270682
361798077.00,-0.270629,-0.275511
361798178.00,-0.269625,-0.280142
