DATE: 2018/06/07
TIME: 06:30:43
Frequency(Hz),	I(V),	Q(V)
342000000.00,-0.225379,-0.354358
342008163.00,-0.224483,-0.354710
342016326.00,-0.225111,-0.354310
342024489.00,-0.225773,-0.354249
342032653.00,-0.226905,-0.353914
342040816.00,-0.227130,-0.353810
342048979.00,-0.228003,-0.354194
342057142.00,-0.228445,-0.354176
342065306.00,-0.228385,-0.353935
342073469.00,-0.229041,-0.353860
342081632.00,-0.228925,-0.353719
342089795.00,-0.229653,-0.353052
342097959.00,-0.230539,-0.353983
342106122.00,-0.231703,-0.353635
342114285.00,-0.231190,-0.353612
342122448.00,-0.232233,-0.353511
342130612.00,-0.232279,-0.352863
342138775.00,-0.233605,-0.352871
342146938.00,-0.234506,-0.352918
342155102.00,-0.236005,-0.350999
342163265.00,-0.237691,-0.351142
342171428.00,-0.239013,-0.348698
342179591.00,-0.240730,-0.347304
342187755.00,-0.244736,-0.342627
342195918.00,-0.251280,-0.331900
342204081.00,-0.256691,-0.270363
342212244.00,-0.169230,-0.385706
342220408.00,-0.210768,-0.374479
342228571.00,-0.221211,-0.367581
342236734.00,-0.225632,-0.365595
342244897.00,-0.229154,-0.364241
342253061.00,-0.229998,-0.362319
342261224.00,-0.231516,-0.362438
342269387.00,-0.232803,-0.362045
342277551.00,-0.233228,-0.360934
342285714.00,-0.234419,-0.359886
342293877.00,-0.234861,-0.361011
342302040.00,-0.235718,-0.360023
342310204.00,-0.236341,-0.359944
342318367.00,-0.237118,-0.360895
342326530.00,-0.237103,-0.359909
342334693.00,-0.237495,-0.360155
342342857.00,-0.238763,-0.359717
342351020.00,-0.237500,-0.360432
342359183.00,-0.239673,-0.359915
342367346.00,-0.239279,-0.360677
342375510.00,-0.240266,-0.360055
342383673.00,-0.240313,-0.359466
342391836.00,-0.240914,-0.359957
342400000.00,-0.240964,-0.359794
