DATE: 2018/06/07
TIME: 06:41:28
Frequency(Hz),	I(V),	Q(V)
331627927.00,-0.276026,-0.254721
331628027.00,-0.276667,-0.255056
331628128.00,-0.276462,-0.254989
331628228.00,-0.276443,-0.254857
331628329.00,-0.276178,-0.254310
331628429.00,-0.275832,-0.254401
331628530.00,-0.276192,-0.254560
331628630.00,-0.275892,-0.254847
331628731.00,-0.275513,-0.254676
331628831.00,-0.275927,-0.254768
331628932.00,-0.275623,-0.254541
331629032.00,-0.275533,-0.254467
331629133.00,-0.275812,-0.254299
331629233.00,-0.275757,-0.254531
331629334.00,-0.275473,-0.254427
331629434.00,-0.276319,-0.254656
331629535.00,-0.275652,-0.254158
331629635.00,-0.275663,-0.254047
331629736.00,-0.275562,-0.254300
331629836.00,-0.275474,-0.254165
331629937.00,-0.275430,-0.254878
331630037.00,-0.275362,-0.254821
331630138.00,-0.275234,-0.254625
331630238.00,-0.275052,-0.254272
331630339.00,-0.275356,-0.254384
331630439.00,-0.275135,-0.254386
331630540.00,-0.275034,-0.254558
331630640.00,-0.274997,-0.254865
331630741.00,-0.275037,-0.254436
331630841.00,-0.274727,-0.254270
331630942.00,-0.274497,-0.254618
331631042.00,-0.274586,-0.254443
331631143.00,-0.274766,-0.253911
331631243.00,-0.274491,-0.254310
331631344.00,-0.274319,-0.254856
331631444.00,-0.274647,-0.254747
331631545.00,-0.274282,-0.254590
331631645.00,-0.273989,-0.254465
331631746.00,-0.273992,-0.254716
331631846.00,-0.273738,-0.254549
331631947.00,-0.273758,-0.254238
331632047.00,-0.273802,-0.254154
331632148.00,-0.273820,-0.254489
331632248.00,-0.273351,-0.254482
331632349.00,-0.273357,-0.254015
331632449.00,-0.273481,-0.254009
331632550.00,-0.273301,-0.254410
331632650.00,-0.272857,-0.254196
331632751.00,-0.272665,-0.254059
331632851.00,-0.272858,-0.254147
331632952.00,-0.272420,-0.254202
331633052.00,-0.272719,-0.253994
331633153.00,-0.271674,-0.254461
331633253.00,-0.271732,-0.254206
331633354.00,-0.271877,-0.254235
331633454.00,-0.271919,-0.253956
331633555.00,-0.271936,-0.254122
331633655.00,-0.271743,-0.254161
331633756.00,-0.271654,-0.253999
331633856.00,-0.270698,-0.253919
331633957.00,-0.270760,-0.253995
331634057.00,-0.270391,-0.254282
331634158.00,-0.270373,-0.253849
331634258.00,-0.270013,-0.254270
331634359.00,-0.270293,-0.254212
331634459.00,-0.270144,-0.254024
331634560.00,-0.269780,-0.254323
331634660.00,-0.269720,-0.254341
331634761.00,-0.269763,-0.254122
331634861.00,-0.269676,-0.253985
331634962.00,-0.269378,-0.253801
331635062.00,-0.269246,-0.253980
331635163.00,-0.268948,-0.254084
331635263.00,-0.268871,-0.254071
331635364.00,-0.268506,-0.254338
331635464.00,-0.268511,-0.254284
331635565.00,-0.268208,-0.254138
331635665.00,-0.268027,-0.254211
331635766.00,-0.267240,-0.254113
331635866.00,-0.267068,-0.254387
331635967.00,-0.266967,-0.254700
331636067.00,-0.266611,-0.254489
331636168.00,-0.266092,-0.254236
331636268.00,-0.266118,-0.255073
331636369.00,-0.265912,-0.254764
331636469.00,-0.265900,-0.254698
331636570.00,-0.265499,-0.254803
331636670.00,-0.265453,-0.254953
331636771.00,-0.264831,-0.254813
331636871.00,-0.264563,-0.255259
331636972.00,-0.264212,-0.255077
331637072.00,-0.263814,-0.255608
331637173.00,-0.263270,-0.255926
331637273.00,-0.262540,-0.255768
331637374.00,-0.262656,-0.255899
331637474.00,-0.262651,-0.256060
331637575.00,-0.262002,-0.256101
331637675.00,-0.261533,-0.256281
331637776.00,-0.261193,-0.256523
331637876.00,-0.260796,-0.256702
331637977.00,-0.260342,-0.256620
331638077.00,-0.259746,-0.256638
331638178.00,-0.259408,-0.257280
331638278.00,-0.258749,-0.257054
331638379.00,-0.258223,-0.257934
331638479.00,-0.257738,-0.258469
331638580.00,-0.256801,-0.258764
331638680.00,-0.256434,-0.259143
331638781.00,-0.255904,-0.259564
331638881.00,-0.255132,-0.260017
331638982.00,-0.254705,-0.260471
331639082.00,-0.254136,-0.261130
331639183.00,-0.253350,-0.261779
331639283.00,-0.252888,-0.262422
331639384.00,-0.252349,-0.263456
331639484.00,-0.251944,-0.264169
331639585.00,-0.251037,-0.265092
331639685.00,-0.250501,-0.265735
331639786.00,-0.249826,-0.267077
331639886.00,-0.249409,-0.267857
331639987.00,-0.249057,-0.269078
331640087.00,-0.248897,-0.270817
331640188.00,-0.248421,-0.271585
331640288.00,-0.248062,-0.273483
331640389.00,-0.247940,-0.274785
331640489.00,-0.247922,-0.276619
331640590.00,-0.248392,-0.278261
331640690.00,-0.248051,-0.280017
331640791.00,-0.248573,-0.281631
331640891.00,-0.249169,-0.283451
331640992.00,-0.250412,-0.284869
331641092.00,-0.251122,-0.286516
331641193.00,-0.251893,-0.288381
331641293.00,-0.253346,-0.289982
331641394.00,-0.255112,-0.291857
331641494.00,-0.256964,-0.292544
331641595.00,-0.258486,-0.293915
331641695.00,-0.260049,-0.295141
331641796.00,-0.262275,-0.295517
331641896.00,-0.263823,-0.296268
331641997.00,-0.266437,-0.296726
331642097.00,-0.268132,-0.296945
331642198.00,-0.270722,-0.297073
331642298.00,-0.272414,-0.296764
331642399.00,-0.274347,-0.296401
331642499.00,-0.275463,-0.295748
331642600.00,-0.277254,-0.295008
331642700.00,-0.279053,-0.294576
331642801.00,-0.280741,-0.293530
331642901.00,-0.282814,-0.292937
331643002.00,-0.283865,-0.292177
331643102.00,-0.284711,-0.291480
331643203.00,-0.285438,-0.289717
331643303.00,-0.286452,-0.289294
331643404.00,-0.287289,-0.288184
331643504.00,-0.287878,-0.287170
331643605.00,-0.288424,-0.286666
331643705.00,-0.288992,-0.285518
331643806.00,-0.289526,-0.284591
331643906.00,-0.289846,-0.283968
331644007.00,-0.290139,-0.283252
331644107.00,-0.290439,-0.281821
331644208.00,-0.290548,-0.281611
331644308.00,-0.291060,-0.280726
331644409.00,-0.291585,-0.279606
331644509.00,-0.291712,-0.279272
331644610.00,-0.291617,-0.278567
331644710.00,-0.291895,-0.277906
331644811.00,-0.291821,-0.277274
331644911.00,-0.291783,-0.276460
331645012.00,-0.292312,-0.276253
331645112.00,-0.291738,-0.275549
331645213.00,-0.292017,-0.275053
331645313.00,-0.291705,-0.274381
331645414.00,-0.291853,-0.274393
331645514.00,-0.291786,-0.273960
331645615.00,-0.291563,-0.273314
331645715.00,-0.292097,-0.272822
331645816.00,-0.292002,-0.272558
331645916.00,-0.291979,-0.272158
331646017.00,-0.292000,-0.271721
331646117.00,-0.291890,-0.271508
331646218.00,-0.291627,-0.271152
331646318.00,-0.291994,-0.271032
331646419.00,-0.291773,-0.270504
331646519.00,-0.291813,-0.270551
331646620.00,-0.291489,-0.269785
331646720.00,-0.291443,-0.269426
331646821.00,-0.291253,-0.269480
331646921.00,-0.291633,-0.269384
331647022.00,-0.291053,-0.268753
331647122.00,-0.290620,-0.268391
331647223.00,-0.290588,-0.268044
331647323.00,-0.290388,-0.268212
331647424.00,-0.290290,-0.268058
331647524.00,-0.290387,-0.267599
331647625.00,-0.290234,-0.267487
331647725.00,-0.290287,-0.267468
331647826.00,-0.290493,-0.267152
331647927.00,-0.290241,-0.266975
