DATE: 2018/06/07
TIME: 07:21:38
Frequency(Hz),	I(V),	Q(V)
342154081.00,-0.240428,-0.295009
342156645.00,-0.240054,-0.295202
342159209.00,-0.240523,-0.294902
342161773.00,-0.240640,-0.294481
342164337.00,-0.240979,-0.294183
342166901.00,-0.241086,-0.293650
342169465.00,-0.241649,-0.293452
342172029.00,-0.241567,-0.293438
342174593.00,-0.241647,-0.293300
342177157.00,-0.242252,-0.293407
342179722.00,-0.242965,-0.292649
342182286.00,-0.243421,-0.292006
342184850.00,-0.243912,-0.291579
342187414.00,-0.244381,-0.290581
342189978.00,-0.245400,-0.289442
342192542.00,-0.246511,-0.288091
342195106.00,-0.247330,-0.285944
342197670.00,-0.249005,-0.282256
342200234.00,-0.251024,-0.275964
342202798.00,-0.252224,-0.263902
342205363.00,-0.240520,-0.235832
342207927.00,-0.160663,-0.254465
342210491.00,-0.189040,-0.308645
342213055.00,-0.210737,-0.310877
342215619.00,-0.220235,-0.308873
342218183.00,-0.225353,-0.307156
342220747.00,-0.227917,-0.306105
342223311.00,-0.229807,-0.304955
342225875.00,-0.231578,-0.304627
342228439.00,-0.232736,-0.303626
342231004.00,-0.233418,-0.303708
342233568.00,-0.233822,-0.303315
342236132.00,-0.234733,-0.302374
342238696.00,-0.234931,-0.301872
342241260.00,-0.235422,-0.302062
342243824.00,-0.235938,-0.301450
342246388.00,-0.236152,-0.301164
342248952.00,-0.236372,-0.300998
342251516.00,-0.236571,-0.300822
342254081.00,-0.236866,-0.300757
