DATE: 2018/06/07
TIME: 06:34:56
Frequency(Hz),	I(V),	Q(V)
331430000.00,-0.311310,-0.262417
331438163.00,-0.311616,-0.262206
331446326.00,-0.311220,-0.261494
331454489.00,-0.311075,-0.261173
331462653.00,-0.311710,-0.261735
331470816.00,-0.311346,-0.260619
331478979.00,-0.311431,-0.260546
331487142.00,-0.311080,-0.261226
331495306.00,-0.310709,-0.259496
331503469.00,-0.310709,-0.260148
331511632.00,-0.312235,-0.259800
331519795.00,-0.312058,-0.259999
331527959.00,-0.311212,-0.259668
331536122.00,-0.311164,-0.259033
331544285.00,-0.310887,-0.258205
331552448.00,-0.310732,-0.258281
331560612.00,-0.310432,-0.257454
331568775.00,-0.310505,-0.257385
331576938.00,-0.310548,-0.257016
331585102.00,-0.309533,-0.256832
331593265.00,-0.309385,-0.256438
331601428.00,-0.308504,-0.255556
331609591.00,-0.307819,-0.255423
331617755.00,-0.305835,-0.254232
331625918.00,-0.303029,-0.253267
331634081.00,-0.290218,-0.250916
331642244.00,-0.290060,-0.338125
331650408.00,-0.326254,-0.271098
331658571.00,-0.320191,-0.262984
331666734.00,-0.318603,-0.260363
331674897.00,-0.316473,-0.258260
331683061.00,-0.316102,-0.257991
331691224.00,-0.315556,-0.257717
331699387.00,-0.315129,-0.256770
331707551.00,-0.315408,-0.256945
331715714.00,-0.314546,-0.256533
331723877.00,-0.315087,-0.255653
331732040.00,-0.313801,-0.255574
331740204.00,-0.314873,-0.255481
331748367.00,-0.314541,-0.255537
331756530.00,-0.313908,-0.255521
331764693.00,-0.313713,-0.254367
331772857.00,-0.314401,-0.255031
331781020.00,-0.314251,-0.254991
331789183.00,-0.314164,-0.254068
331797346.00,-0.313366,-0.254023
331805510.00,-0.313600,-0.254416
331813673.00,-0.313969,-0.253599
331821836.00,-0.313648,-0.252572
331830000.00,-0.313634,-0.253188
