DATE: 2018/06/07
TIME: 06:56:13
Frequency(Hz),	I(V),	Q(V)
342154081.00,-0.241252,-0.297597
342156645.00,-0.241733,-0.297224
342159209.00,-0.241770,-0.297503
342161773.00,-0.242694,-0.297426
342164337.00,-0.242417,-0.297284
342166901.00,-0.242803,-0.296816
342169465.00,-0.242828,-0.297019
342172029.00,-0.243289,-0.296356
342174593.00,-0.243562,-0.295826
342177157.00,-0.243432,-0.295475
342179722.00,-0.244047,-0.294871
342182286.00,-0.244294,-0.294126
342184850.00,-0.245204,-0.293706
342187414.00,-0.245769,-0.292503
342189978.00,-0.246346,-0.291785
342192542.00,-0.247608,-0.290068
342195106.00,-0.249042,-0.287977
342197670.00,-0.249937,-0.284163
342200234.00,-0.252249,-0.278371
342202798.00,-0.253731,-0.266290
342205363.00,-0.241740,-0.238238
342207927.00,-0.162056,-0.257155
342210491.00,-0.190749,-0.310753
342213055.00,-0.212570,-0.313032
342215619.00,-0.221776,-0.311432
342218183.00,-0.226538,-0.309338
342220747.00,-0.229597,-0.308029
342223311.00,-0.231535,-0.306987
342225875.00,-0.232804,-0.306292
342228439.00,-0.233807,-0.305060
342231004.00,-0.235032,-0.305099
342233568.00,-0.235521,-0.304724
342236132.00,-0.236105,-0.304352
342238696.00,-0.236587,-0.304157
342241260.00,-0.237071,-0.303789
342243824.00,-0.236935,-0.303729
342246388.00,-0.237429,-0.303145
342248952.00,-0.238206,-0.302872
342251516.00,-0.238243,-0.302860
342254081.00,-0.238657,-0.302737
