DATE: 2018/06/07
TIME: 07:13:08
Frequency(Hz),	I(V),	Q(V)
331584081.00,-0.357860,-0.250005
331586645.00,-0.357968,-0.249402
331589209.00,-0.357568,-0.249037
331591773.00,-0.357079,-0.249284
331594337.00,-0.356982,-0.248831
331596901.00,-0.356120,-0.248469
331599465.00,-0.355938,-0.248235
331602029.00,-0.355286,-0.247644
331604593.00,-0.354706,-0.247339
331607157.00,-0.354175,-0.247183
331609722.00,-0.353234,-0.246579
331612286.00,-0.352312,-0.246082
331614850.00,-0.351282,-0.245499
331617414.00,-0.350179,-0.244887
331619978.00,-0.348921,-0.244338
331622542.00,-0.346859,-0.243408
331625106.00,-0.344166,-0.242387
331627670.00,-0.340103,-0.241255
331630234.00,-0.335308,-0.240139
331632798.00,-0.326084,-0.238286
331635363.00,-0.311296,-0.237515
331637927.00,-0.278598,-0.245512
331640491.00,-0.224622,-0.351335
331643055.00,-0.380062,-0.379932
331645619.00,-0.403231,-0.313125
331648183.00,-0.395975,-0.285776
331650747.00,-0.389478,-0.274362
331653311.00,-0.384458,-0.267983
331655875.00,-0.381488,-0.263922
331658439.00,-0.378997,-0.261277
331661004.00,-0.376922,-0.260159
331663568.00,-0.375781,-0.258425
331666132.00,-0.374720,-0.256715
331668696.00,-0.373831,-0.255590
331671260.00,-0.372978,-0.255192
331673824.00,-0.372366,-0.254328
331676388.00,-0.371322,-0.253856
331678952.00,-0.370749,-0.252777
331681516.00,-0.370740,-0.252808
331684081.00,-0.370195,-0.252294
