DATE: 2018/06/07
TIME: 06:56:08
Frequency(Hz),	I(V),	Q(V)
342000000.00,-0.238022,-0.297916
342008163.00,-0.236008,-0.298116
342016326.00,-0.237034,-0.298300
342024489.00,-0.237255,-0.297913
342032653.00,-0.237957,-0.297884
342040816.00,-0.237696,-0.298052
342048979.00,-0.237372,-0.298248
342057142.00,-0.238172,-0.297506
342065306.00,-0.238921,-0.298587
342073469.00,-0.238750,-0.297673
342081632.00,-0.238578,-0.297665
342089795.00,-0.238658,-0.297965
342097959.00,-0.239187,-0.297667
342106122.00,-0.240239,-0.297074
342114285.00,-0.239544,-0.296897
342122448.00,-0.239934,-0.297692
342130612.00,-0.241189,-0.298086
342138775.00,-0.241537,-0.296966
342146938.00,-0.241863,-0.297290
342155102.00,-0.242256,-0.297166
342163265.00,-0.242472,-0.295825
342171428.00,-0.243026,-0.296262
342179591.00,-0.244892,-0.294404
342187755.00,-0.245873,-0.292907
342195918.00,-0.249421,-0.287279
342204081.00,-0.251197,-0.255390
342212244.00,-0.208004,-0.313766
342220408.00,-0.229674,-0.308032
342228571.00,-0.233702,-0.305052
342236734.00,-0.236248,-0.303799
342244897.00,-0.236973,-0.303556
342253061.00,-0.238587,-0.302771
342261224.00,-0.238958,-0.302307
342269387.00,-0.240121,-0.301540
342277551.00,-0.240862,-0.302505
342285714.00,-0.240258,-0.301522
342293877.00,-0.241226,-0.301679
342302040.00,-0.242387,-0.301919
342310204.00,-0.241583,-0.301912
342318367.00,-0.242351,-0.301137
342326530.00,-0.242222,-0.302065
342334693.00,-0.242760,-0.301970
342342857.00,-0.243165,-0.301519
342351020.00,-0.243360,-0.301010
342359183.00,-0.243168,-0.301031
342367346.00,-0.243896,-0.301830
342375510.00,-0.243700,-0.301501
342383673.00,-0.244143,-0.300829
342391836.00,-0.243729,-0.300003
342400000.00,-0.244069,-0.301002
