DATE: 2018/06/07
TIME: 06:45:01
Frequency(Hz),	I(V),	Q(V)
355532798.00,-0.246003,-0.272527
355532898.00,-0.246060,-0.272648
355532999.00,-0.245566,-0.272042
355533099.00,-0.246019,-0.272390
355533200.00,-0.246162,-0.272029
355533300.00,-0.246242,-0.272375
355533401.00,-0.245996,-0.272339
355533501.00,-0.246162,-0.272465
355533602.00,-0.246161,-0.272325
355533702.00,-0.246691,-0.272728
355533803.00,-0.246167,-0.272329
355533903.00,-0.246412,-0.271922
355534004.00,-0.246668,-0.272510
355534104.00,-0.246857,-0.272115
355534205.00,-0.247121,-0.271650
355534305.00,-0.247223,-0.271916
355534406.00,-0.247246,-0.272081
355534506.00,-0.246773,-0.272179
355534607.00,-0.246847,-0.272189
355534707.00,-0.247055,-0.272132
355534808.00,-0.246964,-0.271709
355534908.00,-0.247409,-0.271966
355535009.00,-0.246891,-0.271757
355535109.00,-0.247357,-0.271600
355535210.00,-0.247320,-0.272090
355535310.00,-0.247110,-0.271738
355535411.00,-0.246752,-0.271451
355535511.00,-0.247378,-0.270966
355535612.00,-0.247480,-0.271729
355535712.00,-0.247636,-0.271382
355535813.00,-0.247674,-0.271447
355535913.00,-0.247499,-0.271196
355536014.00,-0.247354,-0.271091
355536114.00,-0.247660,-0.270836
355536215.00,-0.248100,-0.270980
355536315.00,-0.248294,-0.270968
355536416.00,-0.248035,-0.270736
355536516.00,-0.248547,-0.270869
355536617.00,-0.248631,-0.270455
355536717.00,-0.248974,-0.271002
355536818.00,-0.248653,-0.270976
355536918.00,-0.248332,-0.270122
355537019.00,-0.248863,-0.270404
355537119.00,-0.248506,-0.270156
355537220.00,-0.249460,-0.269721
355537320.00,-0.249519,-0.270039
355537421.00,-0.249561,-0.269870
355537521.00,-0.249944,-0.269203
355537622.00,-0.249552,-0.269516
355537722.00,-0.250158,-0.269324
355537823.00,-0.250178,-0.269462
355537923.00,-0.250191,-0.269461
355538024.00,-0.250398,-0.269186
355538124.00,-0.250224,-0.268842
355538225.00,-0.250454,-0.268762
355538325.00,-0.250161,-0.268568
355538426.00,-0.250600,-0.268424
355538526.00,-0.250948,-0.268114
355538627.00,-0.251376,-0.267915
355538727.00,-0.251365,-0.267572
355538828.00,-0.251372,-0.267346
355538928.00,-0.251798,-0.267125
355539029.00,-0.251561,-0.267826
355539129.00,-0.251810,-0.267294
355539230.00,-0.252194,-0.266637
355539330.00,-0.252013,-0.267002
355539431.00,-0.253016,-0.266811
355539531.00,-0.252884,-0.266378
355539632.00,-0.252703,-0.265929
355539732.00,-0.252830,-0.265920
355539833.00,-0.252933,-0.265691
355539933.00,-0.253424,-0.265348
355540034.00,-0.253455,-0.264895
355540134.00,-0.253608,-0.264729
355540235.00,-0.253672,-0.264349
355540335.00,-0.253950,-0.263756
355540436.00,-0.254111,-0.263338
355540536.00,-0.254476,-0.262859
355540637.00,-0.254443,-0.263014
355540737.00,-0.254836,-0.262698
355540838.00,-0.254806,-0.262362
355540938.00,-0.255369,-0.261565
355541039.00,-0.255428,-0.260867
355541139.00,-0.255627,-0.260277
355541240.00,-0.256356,-0.259796
355541340.00,-0.256059,-0.259283
355541441.00,-0.256116,-0.259153
355541541.00,-0.256178,-0.258427
355541642.00,-0.256402,-0.258356
355541742.00,-0.256528,-0.257481
355541843.00,-0.257038,-0.256711
355541943.00,-0.256771,-0.256006
355542044.00,-0.256805,-0.255184
355542144.00,-0.256692,-0.254485
355542245.00,-0.256954,-0.253819
355542345.00,-0.256676,-0.253212
355542446.00,-0.257027,-0.251891
355542546.00,-0.256393,-0.251270
355542647.00,-0.256610,-0.250293
355542747.00,-0.256123,-0.249624
355542848.00,-0.255659,-0.248289
355542948.00,-0.255322,-0.247823
355543049.00,-0.254935,-0.245987
355543149.00,-0.254306,-0.245231
355543250.00,-0.253835,-0.244059
355543350.00,-0.253226,-0.243708
355543451.00,-0.252238,-0.241764
355543551.00,-0.251267,-0.240979
355543652.00,-0.249957,-0.239845
355543752.00,-0.248974,-0.238459
355543853.00,-0.248273,-0.237685
355543953.00,-0.245617,-0.236554
355544054.00,-0.244500,-0.236112
355544154.00,-0.242594,-0.235685
355544255.00,-0.241672,-0.235091
355544355.00,-0.239569,-0.234610
355544456.00,-0.237899,-0.234827
355544556.00,-0.235923,-0.234765
355544657.00,-0.233536,-0.235283
355544757.00,-0.232251,-0.235334
355544858.00,-0.230154,-0.235716
355544958.00,-0.228202,-0.236548
355545059.00,-0.226550,-0.237373
355545159.00,-0.224682,-0.238130
355545260.00,-0.223115,-0.239359
355545360.00,-0.221560,-0.240268
355545461.00,-0.220650,-0.241665
355545561.00,-0.219526,-0.243003
355545662.00,-0.218477,-0.244214
355545762.00,-0.217902,-0.245558
355545863.00,-0.216896,-0.247086
355545963.00,-0.215788,-0.248477
355546064.00,-0.215357,-0.249866
355546164.00,-0.215137,-0.251268
355546265.00,-0.215050,-0.252001
355546365.00,-0.214876,-0.253020
355546466.00,-0.214874,-0.254585
355546566.00,-0.214568,-0.255713
355546667.00,-0.215146,-0.256649
355546767.00,-0.214925,-0.256866
355546868.00,-0.214871,-0.258643
355546968.00,-0.214993,-0.258914
355547069.00,-0.215099,-0.259987
355547169.00,-0.215559,-0.260933
355547270.00,-0.215686,-0.261622
355547370.00,-0.215693,-0.262442
355547471.00,-0.216448,-0.263312
355547571.00,-0.216505,-0.263853
355547672.00,-0.216966,-0.264656
355547772.00,-0.217310,-0.265157
355547873.00,-0.217730,-0.265648
355547973.00,-0.218352,-0.265840
355548074.00,-0.218218,-0.266332
355548174.00,-0.218366,-0.266851
355548275.00,-0.218729,-0.266723
355548375.00,-0.219273,-0.267360
355548476.00,-0.219191,-0.268030
355548576.00,-0.219759,-0.268438
355548677.00,-0.219733,-0.268587
355548777.00,-0.219678,-0.268934
355548878.00,-0.220389,-0.269314
355548978.00,-0.221094,-0.269746
355549079.00,-0.221274,-0.269742
355549179.00,-0.220992,-0.270097
355549280.00,-0.221548,-0.270442
355549380.00,-0.221940,-0.270620
355549481.00,-0.222059,-0.270678
355549581.00,-0.222770,-0.270734
355549682.00,-0.222403,-0.270818
355549782.00,-0.222773,-0.271525
355549883.00,-0.223428,-0.271298
355549983.00,-0.223177,-0.271379
355550084.00,-0.223027,-0.271377
355550184.00,-0.223375,-0.271795
355550285.00,-0.223520,-0.271825
355550385.00,-0.224446,-0.272105
355550486.00,-0.224055,-0.272127
355550586.00,-0.224654,-0.272348
355550687.00,-0.224682,-0.272542
355550787.00,-0.224715,-0.272577
355550888.00,-0.224695,-0.272159
355550988.00,-0.224901,-0.272551
355551089.00,-0.225266,-0.272921
355551189.00,-0.225450,-0.272552
355551290.00,-0.225663,-0.273307
355551390.00,-0.225719,-0.273398
355551491.00,-0.225852,-0.273269
355551591.00,-0.225934,-0.273127
355551692.00,-0.226164,-0.273482
355551792.00,-0.225524,-0.273861
355551893.00,-0.226179,-0.273433
355551993.00,-0.226420,-0.273531
355552094.00,-0.226508,-0.273814
355552194.00,-0.226675,-0.274159
355552295.00,-0.226367,-0.273992
355552395.00,-0.226484,-0.274031
355552496.00,-0.226837,-0.274228
355552596.00,-0.226955,-0.274103
355552697.00,-0.227050,-0.274267
355552798.00,-0.227071,-0.274151
