DATE: 2018/06/07
TIME: 06:36:57
Frequency(Hz),	I(V),	Q(V)
330641293.00,-0.304770,-0.280779
330692575.00,-0.305723,-0.279482
330743857.00,-0.305943,-0.278315
330795139.00,-0.306519,-0.277460
330846421.00,-0.307165,-0.276125
330897703.00,-0.307979,-0.274502
330948985.00,-0.308729,-0.273265
331000267.00,-0.308799,-0.272492
331051549.00,-0.309145,-0.271273
331102831.00,-0.309489,-0.269929
331154113.00,-0.309363,-0.268907
331205395.00,-0.310266,-0.267557
331256677.00,-0.310006,-0.266200
331307959.00,-0.310916,-0.264816
331359241.00,-0.311077,-0.263414
331410523.00,-0.310838,-0.261868
331461805.00,-0.310964,-0.260663
331513087.00,-0.310534,-0.259528
331564369.00,-0.309716,-0.257356
331615651.00,-0.305457,-0.254423
331666934.00,-0.316950,-0.260062
331718216.00,-0.313757,-0.256072
331769498.00,-0.313193,-0.254632
331820780.00,-0.312882,-0.252664
331872062.00,-0.312305,-0.251842
331923344.00,-0.312426,-0.250325
331974626.00,-0.312581,-0.249092
332025908.00,-0.312225,-0.247953
332077190.00,-0.311945,-0.246112
332128472.00,-0.311755,-0.245617
332179754.00,-0.311373,-0.244276
332231036.00,-0.311038,-0.242748
332282318.00,-0.311057,-0.241957
332333600.00,-0.311127,-0.241061
332384882.00,-0.310463,-0.239357
332436164.00,-0.310313,-0.238520
332487446.00,-0.310040,-0.237607
332538728.00,-0.309273,-0.235938
332590010.00,-0.309250,-0.235025
332641293.00,-0.308676,-0.233847
