DATE: 2018/06/07
TIME: 06:28:45
Frequency(Hz),	I(V),	Q(V)
331627927.00,-0.345911,-0.246268
331628027.00,-0.345785,-0.246555
331628128.00,-0.345292,-0.246472
331628228.00,-0.345048,-0.246266
331628329.00,-0.345074,-0.246474
331628429.00,-0.344621,-0.246417
331628530.00,-0.344760,-0.246046
331628630.00,-0.344454,-0.245836
331628731.00,-0.344370,-0.246275
331628831.00,-0.343525,-0.246391
331628932.00,-0.343608,-0.245829
331629032.00,-0.343297,-0.246071
331629133.00,-0.343403,-0.246213
331629233.00,-0.343227,-0.245933
331629334.00,-0.343091,-0.245733
331629434.00,-0.342597,-0.245424
331629535.00,-0.342248,-0.245588
331629635.00,-0.342350,-0.245627
331629736.00,-0.341855,-0.245474
331629836.00,-0.341783,-0.245657
331629937.00,-0.341836,-0.245458
331630037.00,-0.341149,-0.245248
331630138.00,-0.341366,-0.244662
331630238.00,-0.341101,-0.244663
331630339.00,-0.340768,-0.244952
331630439.00,-0.340837,-0.245005
331630540.00,-0.340335,-0.245219
331630640.00,-0.339914,-0.245211
331630741.00,-0.339947,-0.245021
331630841.00,-0.339240,-0.244900
331630942.00,-0.339156,-0.244790
331631042.00,-0.338543,-0.244509
331631143.00,-0.338230,-0.244629
331631243.00,-0.338276,-0.244323
331631344.00,-0.338175,-0.244153
331631444.00,-0.338143,-0.244405
331631545.00,-0.337749,-0.244264
331631645.00,-0.336671,-0.244223
331631746.00,-0.335838,-0.244023
331631846.00,-0.335720,-0.244167
331631947.00,-0.335558,-0.244071
331632047.00,-0.335078,-0.243949
331632148.00,-0.334724,-0.244185
331632248.00,-0.334413,-0.244084
331632349.00,-0.334490,-0.243683
331632449.00,-0.333724,-0.244105
331632550.00,-0.333556,-0.244292
331632650.00,-0.332869,-0.244451
331632751.00,-0.332487,-0.244279
331632851.00,-0.331893,-0.243998
331632952.00,-0.331944,-0.244073
331633052.00,-0.331247,-0.244279
331633153.00,-0.330840,-0.243839
331633253.00,-0.330596,-0.243696
331633354.00,-0.330310,-0.243942
331633454.00,-0.329570,-0.243926
331633555.00,-0.328931,-0.244082
331633655.00,-0.328242,-0.244219
331633756.00,-0.327777,-0.243809
331633856.00,-0.327082,-0.243818
331633957.00,-0.326973,-0.243840
331634057.00,-0.326168,-0.244069
331634158.00,-0.325489,-0.244137
331634258.00,-0.325157,-0.244116
331634359.00,-0.324560,-0.243891
331634459.00,-0.323771,-0.244077
331634560.00,-0.323515,-0.243858
331634660.00,-0.322669,-0.243943
331634761.00,-0.321920,-0.244008
331634861.00,-0.321448,-0.243540
331634962.00,-0.320036,-0.243565
331635062.00,-0.319967,-0.243603
331635163.00,-0.319322,-0.243675
331635263.00,-0.318334,-0.243437
331635364.00,-0.317127,-0.243673
331635464.00,-0.316576,-0.243310
331635565.00,-0.315440,-0.243679
331635665.00,-0.314838,-0.243958
331635766.00,-0.313579,-0.243770
331635866.00,-0.312442,-0.243820
331635967.00,-0.311508,-0.243854
331636067.00,-0.310502,-0.243827
331636168.00,-0.309576,-0.244054
331636268.00,-0.308429,-0.243870
331636369.00,-0.307299,-0.244520
331636469.00,-0.306449,-0.244574
331636570.00,-0.305362,-0.244887
331636670.00,-0.303596,-0.245133
331636771.00,-0.302509,-0.244968
331636871.00,-0.300813,-0.245453
331636972.00,-0.299505,-0.245784
331637072.00,-0.298311,-0.245881
331637173.00,-0.297051,-0.246320
331637273.00,-0.295339,-0.247068
331637374.00,-0.293970,-0.247356
331637474.00,-0.292440,-0.247702
331637575.00,-0.290764,-0.248676
331637675.00,-0.288519,-0.249147
331637776.00,-0.286984,-0.249775
331637876.00,-0.284784,-0.250709
