DATE: 2018/06/07
TIME: 06:35:00
Frequency(Hz),	I(V),	Q(V)
331584081.00,-0.309757,-0.257057
331586645.00,-0.309530,-0.256825
331589209.00,-0.309203,-0.256891
331591773.00,-0.309833,-0.256492
331594337.00,-0.309554,-0.256440
331596901.00,-0.309391,-0.256377
331599465.00,-0.309179,-0.256159
331602029.00,-0.308511,-0.255803
331604593.00,-0.308450,-0.255449
331607157.00,-0.307986,-0.255436
331609722.00,-0.307418,-0.255399
331612286.00,-0.307462,-0.255258
331614850.00,-0.306841,-0.254380
331617414.00,-0.305842,-0.254143
331619978.00,-0.304959,-0.253466
331622542.00,-0.304139,-0.253406
331625106.00,-0.302874,-0.252743
331627670.00,-0.300946,-0.252667
331630234.00,-0.298125,-0.251774
331632798.00,-0.293615,-0.250890
331635363.00,-0.285776,-0.250903
331637927.00,-0.269092,-0.255206
331640491.00,-0.241802,-0.294351
331643055.00,-0.316347,-0.326147
331645619.00,-0.332327,-0.289182
331648183.00,-0.329380,-0.275611
331650747.00,-0.325838,-0.269558
331653311.00,-0.324293,-0.266418
331655875.00,-0.322417,-0.264445
331658439.00,-0.321672,-0.263445
331661004.00,-0.320135,-0.261793
331663568.00,-0.319596,-0.261101
331666132.00,-0.318772,-0.260562
331668696.00,-0.317768,-0.260134
331671260.00,-0.317639,-0.259693
331673824.00,-0.317615,-0.259278
331676388.00,-0.317123,-0.259068
331678952.00,-0.317097,-0.259077
331681516.00,-0.316445,-0.258986
331684081.00,-0.316937,-0.258669
