DATE: 2018/06/07
TIME: 06:46:14
Frequency(Hz),	I(V),	Q(V)
361600452.00,-0.296645,-0.236817
361608615.00,-0.297169,-0.236241
361616778.00,-0.297974,-0.236201
361624941.00,-0.297204,-0.236454
361633105.00,-0.296930,-0.235209
361641268.00,-0.295962,-0.235834
361649431.00,-0.296162,-0.236034
361657594.00,-0.295467,-0.235798
361665758.00,-0.296724,-0.234861
361673921.00,-0.295488,-0.235755
361682084.00,-0.296346,-0.235705
361690247.00,-0.295542,-0.234606
361698411.00,-0.296563,-0.235484
361706574.00,-0.295448,-0.234965
361714737.00,-0.295778,-0.234321
361722900.00,-0.295794,-0.235416
361731064.00,-0.295498,-0.234493
361739227.00,-0.295269,-0.234150
361747390.00,-0.294936,-0.234065
361755554.00,-0.293663,-0.233952
361763717.00,-0.293639,-0.234002
361771880.00,-0.293146,-0.233654
361780043.00,-0.290962,-0.233211
361788207.00,-0.287170,-0.233631
361796370.00,-0.272856,-0.240685
361804533.00,-0.308357,-0.248118
361812696.00,-0.303757,-0.236693
361820860.00,-0.301732,-0.235038
361829023.00,-0.298728,-0.234862
361837186.00,-0.298471,-0.234456
361845349.00,-0.296921,-0.234316
361853513.00,-0.297568,-0.233417
361861676.00,-0.297630,-0.233061
361869839.00,-0.297451,-0.233259
361878003.00,-0.297138,-0.233199
361886166.00,-0.297137,-0.232288
361894329.00,-0.297936,-0.232426
361902492.00,-0.296781,-0.232056
361910656.00,-0.296494,-0.231823
361918819.00,-0.296420,-0.232167
361926982.00,-0.296843,-0.231714
361935145.00,-0.297083,-0.231521
361943309.00,-0.296587,-0.231591
361951472.00,-0.296043,-0.231812
361959635.00,-0.294367,-0.232070
361967798.00,-0.296692,-0.232196
361975962.00,-0.296805,-0.231981
361984125.00,-0.295862,-0.232205
361992288.00,-0.296495,-0.230530
362000452.00,-0.295843,-0.232043
