DATE: 2018/06/07
TIME: 06:46:25
Frequency(Hz),	I(V),	Q(V)
361787652.00,-0.287484,-0.233243
361787752.00,-0.287567,-0.233695
361787853.00,-0.287542,-0.233597
361787953.00,-0.287619,-0.233578
361788054.00,-0.287199,-0.233746
361788154.00,-0.287335,-0.233158
361788255.00,-0.287256,-0.233375
361788355.00,-0.287415,-0.233988
361788456.00,-0.286602,-0.233554
361788556.00,-0.286629,-0.233532
361788657.00,-0.287016,-0.233481
361788757.00,-0.286378,-0.232779
361788858.00,-0.286439,-0.233311
361788958.00,-0.286092,-0.233631
361789059.00,-0.286187,-0.233525
361789159.00,-0.286331,-0.233572
361789260.00,-0.285928,-0.233370
361789360.00,-0.286399,-0.233583
361789461.00,-0.285742,-0.233333
361789561.00,-0.285706,-0.233097
361789662.00,-0.285403,-0.233293
361789762.00,-0.285431,-0.233629
361789863.00,-0.285128,-0.233538
361789963.00,-0.285355,-0.233630
361790064.00,-0.284920,-0.234121
361790164.00,-0.284874,-0.234116
361790265.00,-0.284813,-0.233649
361790365.00,-0.284679,-0.233581
361790466.00,-0.285178,-0.234128
361790566.00,-0.284896,-0.233901
361790667.00,-0.284985,-0.233637
361790767.00,-0.284742,-0.234244
361790868.00,-0.284324,-0.234126
361790968.00,-0.284497,-0.233515
361791069.00,-0.284519,-0.234166
361791169.00,-0.284441,-0.234398
361791270.00,-0.284229,-0.233804
361791370.00,-0.284018,-0.234203
361791471.00,-0.284333,-0.234533
361791571.00,-0.284162,-0.233927
361791672.00,-0.283798,-0.234080
361791772.00,-0.283441,-0.233944
361791873.00,-0.283430,-0.234687
361791973.00,-0.283649,-0.234628
361792074.00,-0.283654,-0.234800
361792174.00,-0.282852,-0.234831
361792275.00,-0.282784,-0.235355
361792375.00,-0.282930,-0.235027
361792476.00,-0.282697,-0.234630
361792576.00,-0.282368,-0.234718
361792677.00,-0.281957,-0.234355
361792777.00,-0.281874,-0.235080
361792878.00,-0.282095,-0.234968
361792978.00,-0.281791,-0.235384
361793079.00,-0.281315,-0.235247
361793179.00,-0.280738,-0.235217
361793280.00,-0.280862,-0.235678
361793380.00,-0.280862,-0.235403
361793481.00,-0.280727,-0.235321
361793581.00,-0.280404,-0.235889
361793682.00,-0.280001,-0.235764
361793782.00,-0.280073,-0.236064
361793883.00,-0.279847,-0.235963
361793983.00,-0.279148,-0.235491
361794084.00,-0.279121,-0.236460
361794184.00,-0.278514,-0.235866
361794285.00,-0.278683,-0.236543
361794385.00,-0.278329,-0.236185
361794486.00,-0.278035,-0.236702
361794586.00,-0.278064,-0.236853
361794687.00,-0.277763,-0.236941
361794787.00,-0.277149,-0.236935
361794888.00,-0.277174,-0.237076
361794988.00,-0.276783,-0.237713
361795089.00,-0.276364,-0.237374
361795189.00,-0.276324,-0.237929
361795290.00,-0.276086,-0.238022
361795390.00,-0.275522,-0.238124
361795491.00,-0.275196,-0.238341
361795591.00,-0.275339,-0.239044
361795692.00,-0.274892,-0.238940
361795792.00,-0.274760,-0.239153
361795893.00,-0.274352,-0.239508
361795993.00,-0.273849,-0.240078
361796094.00,-0.274078,-0.240153
361796194.00,-0.273210,-0.240291
361796295.00,-0.273226,-0.240737
361796395.00,-0.272368,-0.241333
361796496.00,-0.271792,-0.241601
361796596.00,-0.271704,-0.241934
361796697.00,-0.271142,-0.242679
361796797.00,-0.270920,-0.243152
361796898.00,-0.270482,-0.243938
361796998.00,-0.270275,-0.244485
361797099.00,-0.269895,-0.244994
361797199.00,-0.269505,-0.245656
361797300.00,-0.269247,-0.246299
361797400.00,-0.268482,-0.246927
361797501.00,-0.268892,-0.247803
361797601.00,-0.268626,-0.248880
361797702.00,-0.268412,-0.249659
361797802.00,-0.268178,-0.250120
361797903.00,-0.267769,-0.251478
361798003.00,-0.268117,-0.252048
361798104.00,-0.267551,-0.253542
361798204.00,-0.267379,-0.254328
361798305.00,-0.267087,-0.254874
361798405.00,-0.267753,-0.256193
361798506.00,-0.267723,-0.257518
361798606.00,-0.268113,-0.258785
361798707.00,-0.268555,-0.259850
361798807.00,-0.268629,-0.260943
361798908.00,-0.269576,-0.262902
361799008.00,-0.269825,-0.263627
361799109.00,-0.270590,-0.264672
361799209.00,-0.271730,-0.265890
361799310.00,-0.272776,-0.266805
361799410.00,-0.273776,-0.268665
361799511.00,-0.275114,-0.268992
361799611.00,-0.276616,-0.270343
361799712.00,-0.277907,-0.271305
361799812.00,-0.278851,-0.271701
361799913.00,-0.280516,-0.272370
361800013.00,-0.281958,-0.273180
361800114.00,-0.283084,-0.273267
361800214.00,-0.285116,-0.273758
361800315.00,-0.286843,-0.273788
361800415.00,-0.288710,-0.274019
361800516.00,-0.290181,-0.274104
361800616.00,-0.291817,-0.273792
361800717.00,-0.293568,-0.273751
361800817.00,-0.295124,-0.272694
361800918.00,-0.296375,-0.272267
361801018.00,-0.297767,-0.271529
361801119.00,-0.299333,-0.270884
361801219.00,-0.300648,-0.270768
361801320.00,-0.301418,-0.269936
361801420.00,-0.302876,-0.268853
361801521.00,-0.303474,-0.267797
361801621.00,-0.304838,-0.266658
361801722.00,-0.305015,-0.266012
361801822.00,-0.305829,-0.265194
361801923.00,-0.306581,-0.264411
361802023.00,-0.307348,-0.263852
361802124.00,-0.307232,-0.262669
361802224.00,-0.307811,-0.262091
361802325.00,-0.308508,-0.261431
361802425.00,-0.308506,-0.260414
361802526.00,-0.308944,-0.259476
361802626.00,-0.309637,-0.258471
361802727.00,-0.309901,-0.257911
361802827.00,-0.309959,-0.257567
361802928.00,-0.310141,-0.256961
361803028.00,-0.309605,-0.255822
361803129.00,-0.309736,-0.254908
361803229.00,-0.309966,-0.254460
361803330.00,-0.309625,-0.253710
361803430.00,-0.309993,-0.253255
361803531.00,-0.309962,-0.252536
361803631.00,-0.310395,-0.252209
361803732.00,-0.310130,-0.251671
361803832.00,-0.310397,-0.251079
361803933.00,-0.310127,-0.250850
361804033.00,-0.310241,-0.250236
361804134.00,-0.309819,-0.249701
361804234.00,-0.309830,-0.249203
361804335.00,-0.309865,-0.249450
361804435.00,-0.309525,-0.248520
361804536.00,-0.309319,-0.248067
361804636.00,-0.309414,-0.247814
361804737.00,-0.309078,-0.247212
361804837.00,-0.309258,-0.247353
361804938.00,-0.308777,-0.247449
361805038.00,-0.309000,-0.246932
361805139.00,-0.309366,-0.246677
361805239.00,-0.308815,-0.246394
361805340.00,-0.308716,-0.246324
361805440.00,-0.308314,-0.246117
361805541.00,-0.308708,-0.245639
361805641.00,-0.308588,-0.245311
361805742.00,-0.308684,-0.245035
361805842.00,-0.308721,-0.244857
361805943.00,-0.308524,-0.244661
361806043.00,-0.308380,-0.244336
361806144.00,-0.307800,-0.244110
361806244.00,-0.308375,-0.243979
361806345.00,-0.308107,-0.243936
361806445.00,-0.307952,-0.243837
361806546.00,-0.307643,-0.243430
361806646.00,-0.307964,-0.243107
361806747.00,-0.308018,-0.242928
361806847.00,-0.308020,-0.243271
361806948.00,-0.307708,-0.242989
361807048.00,-0.307376,-0.242598
361807149.00,-0.307618,-0.242421
361807249.00,-0.307411,-0.242299
361807350.00,-0.307193,-0.242708
361807450.00,-0.306918,-0.241985
361807551.00,-0.306968,-0.241777
361807652.00,-0.307096,-0.242138
