DATE: 2018/06/07
TIME: 07:00:31
Frequency(Hz),	I(V),	Q(V)
331627927.00,-0.341313,-0.242466
331628027.00,-0.340838,-0.243022
331628128.00,-0.340551,-0.242803
331628228.00,-0.340124,-0.242372
331628329.00,-0.340067,-0.242539
331628429.00,-0.339900,-0.242800
331628530.00,-0.339754,-0.242489
331628630.00,-0.339666,-0.242440
331628731.00,-0.339076,-0.242595
331628831.00,-0.338984,-0.242286
331628932.00,-0.338857,-0.242482
331629032.00,-0.338731,-0.242154
331629133.00,-0.338842,-0.242219
331629233.00,-0.338473,-0.241986
331629334.00,-0.338207,-0.242140
331629434.00,-0.338050,-0.242384
331629535.00,-0.337550,-0.242165
331629635.00,-0.337558,-0.241834
331629736.00,-0.337365,-0.241951
331629836.00,-0.337048,-0.241904
331629937.00,-0.337096,-0.241930
331630037.00,-0.337176,-0.241885
331630138.00,-0.336519,-0.241897
331630238.00,-0.336154,-0.241234
331630339.00,-0.336459,-0.241276
331630439.00,-0.336002,-0.241312
331630540.00,-0.335550,-0.241371
331630640.00,-0.335241,-0.241063
331630741.00,-0.335366,-0.240899
331630841.00,-0.334765,-0.240941
331630942.00,-0.334202,-0.240777
331631042.00,-0.333694,-0.241111
331631143.00,-0.333683,-0.240781
331631243.00,-0.333425,-0.240578
331631344.00,-0.332855,-0.240633
331631444.00,-0.332560,-0.240444
331631545.00,-0.332474,-0.240989
331631645.00,-0.332288,-0.240747
331631746.00,-0.331822,-0.240615
331631846.00,-0.331275,-0.240585
331631947.00,-0.330816,-0.240596
331632047.00,-0.330262,-0.240323
331632148.00,-0.330177,-0.240147
331632248.00,-0.329508,-0.240222
331632349.00,-0.329280,-0.239848
331632449.00,-0.328903,-0.239873
331632550.00,-0.328504,-0.240288
331632650.00,-0.327950,-0.239726
331632751.00,-0.327976,-0.239751
331632851.00,-0.327326,-0.240298
331632952.00,-0.326790,-0.239928
331633052.00,-0.326518,-0.240049
331633153.00,-0.325941,-0.240339
331633253.00,-0.325988,-0.240423
331633354.00,-0.324976,-0.239992
331633454.00,-0.324537,-0.240303
331633555.00,-0.323825,-0.240317
331633655.00,-0.323483,-0.240336
331633756.00,-0.322775,-0.240000
331633856.00,-0.322583,-0.240172
331633957.00,-0.322269,-0.239938
331634057.00,-0.321488,-0.239964
331634158.00,-0.320775,-0.239944
331634258.00,-0.320358,-0.239866
331634359.00,-0.319658,-0.239866
331634459.00,-0.318765,-0.239917
331634560.00,-0.318293,-0.239937
331634660.00,-0.317841,-0.240119
331634761.00,-0.317289,-0.240045
331634861.00,-0.316493,-0.240126
331634962.00,-0.315355,-0.239674
331635062.00,-0.314805,-0.239922
331635163.00,-0.314315,-0.239530
331635263.00,-0.313249,-0.240220
331635364.00,-0.312369,-0.239804
331635464.00,-0.311806,-0.240406
331635565.00,-0.310530,-0.240174
331635665.00,-0.309896,-0.239980
331635766.00,-0.308749,-0.240605
331635866.00,-0.308134,-0.240446
331635967.00,-0.307248,-0.240420
