DATE: 2018/06/07
TIME: 06:57:32
Frequency(Hz),	I(V),	Q(V)
355340000.00,-0.212212,-0.292514
355348163.00,-0.212236,-0.292625
355356326.00,-0.212343,-0.292429
355364489.00,-0.212945,-0.294117
355372653.00,-0.213230,-0.292501
355380816.00,-0.213142,-0.292380
355388979.00,-0.212956,-0.293084
355397142.00,-0.213445,-0.293408
355405306.00,-0.212354,-0.293513
355413469.00,-0.213340,-0.292409
355421632.00,-0.213388,-0.293365
355429795.00,-0.213709,-0.294143
355437959.00,-0.214569,-0.293942
355446122.00,-0.214487,-0.293412
355454285.00,-0.215217,-0.294296
355462448.00,-0.216274,-0.294736
355470612.00,-0.215808,-0.294584
355478775.00,-0.216064,-0.295060
355486938.00,-0.216772,-0.294518
355495102.00,-0.217505,-0.294407
355503265.00,-0.217697,-0.294958
355511428.00,-0.219217,-0.294182
355519591.00,-0.220708,-0.293548
355527755.00,-0.225384,-0.292773
355535918.00,-0.233090,-0.288272
355544081.00,-0.229598,-0.216490
355552244.00,-0.192062,-0.293595
355560408.00,-0.203036,-0.296400
355568571.00,-0.207651,-0.296808
355576734.00,-0.209594,-0.297154
355584897.00,-0.211543,-0.296579
355593061.00,-0.211817,-0.297214
355601224.00,-0.212711,-0.297705
355609387.00,-0.213528,-0.297375
355617551.00,-0.213530,-0.297610
355625714.00,-0.214315,-0.297820
355633877.00,-0.214974,-0.298347
355642040.00,-0.215441,-0.298443
355650204.00,-0.216068,-0.298476
355658367.00,-0.215689,-0.298430
355666530.00,-0.215583,-0.298745
355674693.00,-0.215831,-0.298200
355682857.00,-0.215998,-0.298002
355691020.00,-0.216482,-0.298965
355699183.00,-0.216888,-0.299350
355707346.00,-0.217195,-0.298677
355715510.00,-0.217034,-0.298140
355723673.00,-0.217321,-0.299241
355731836.00,-0.217684,-0.298724
355740000.00,-0.217009,-0.298793
