DATE: 2018/06/07
TIME: 06:33:31
Frequency(Hz),	I(V),	Q(V)
361590000.00,-0.390364,-0.212073
361598163.00,-0.389895,-0.212276
361606326.00,-0.389466,-0.211695
361614489.00,-0.389392,-0.211144
361622653.00,-0.389228,-0.210151
361630816.00,-0.388317,-0.209281
361638979.00,-0.388350,-0.209033
361647142.00,-0.387944,-0.208605
361655306.00,-0.387454,-0.208548
361663469.00,-0.388052,-0.207942
361671632.00,-0.387575,-0.207517
361679795.00,-0.386268,-0.207693
361687959.00,-0.387156,-0.206202
361696122.00,-0.386178,-0.205556
361704285.00,-0.386102,-0.204684
361712448.00,-0.385177,-0.204723
361720612.00,-0.384339,-0.204045
361728775.00,-0.382997,-0.203107
361736938.00,-0.381923,-0.203010
361745102.00,-0.381668,-0.200892
361753265.00,-0.380442,-0.201506
361761428.00,-0.378001,-0.201315
361769591.00,-0.376040,-0.200850
361777755.00,-0.370541,-0.199293
361785918.00,-0.358852,-0.198776
361794081.00,-0.322236,-0.206835
361802244.00,-0.438527,-0.313664
361810408.00,-0.421932,-0.220816
361818571.00,-0.408156,-0.209225
361826734.00,-0.402838,-0.206513
361834897.00,-0.399085,-0.203811
361843061.00,-0.396767,-0.202666
361851224.00,-0.394533,-0.202094
361859387.00,-0.394564,-0.201170
361867551.00,-0.394044,-0.200242
361875714.00,-0.393425,-0.199405
361883877.00,-0.390945,-0.199242
361892040.00,-0.391264,-0.198483
361900204.00,-0.389616,-0.197036
361908367.00,-0.389110,-0.196996
361916530.00,-0.389863,-0.196986
361924693.00,-0.388869,-0.195847
361932857.00,-0.387634,-0.195618
361941020.00,-0.388026,-0.194890
361949183.00,-0.388464,-0.194693
361957346.00,-0.387151,-0.193691
361965510.00,-0.388259,-0.194170
361973673.00,-0.386254,-0.193174
361981836.00,-0.386721,-0.193094
361990000.00,-0.386075,-0.192014
