DATE: 2018/06/07
TIME: 07:13:03
Frequency(Hz),	I(V),	Q(V)
331430000.00,-0.361101,-0.258813
331438163.00,-0.361591,-0.258310
331446326.00,-0.361129,-0.258718
331454489.00,-0.360632,-0.257363
331462653.00,-0.361269,-0.257245
331470816.00,-0.361651,-0.256781
331478979.00,-0.361191,-0.256770
331487142.00,-0.361593,-0.256509
331495306.00,-0.361040,-0.255497
331503469.00,-0.360837,-0.255350
331511632.00,-0.360734,-0.254746
331519795.00,-0.361183,-0.254495
331527959.00,-0.360383,-0.254058
331536122.00,-0.359704,-0.252832
331544285.00,-0.360014,-0.252940
331552448.00,-0.359904,-0.252186
331560612.00,-0.359363,-0.251150
331568775.00,-0.359591,-0.250720
331576938.00,-0.358224,-0.249916
331585102.00,-0.357705,-0.251177
331593265.00,-0.357043,-0.248512
331601428.00,-0.356371,-0.247148
331609591.00,-0.353259,-0.246084
331617755.00,-0.350072,-0.244491
331625918.00,-0.343072,-0.242114
331634081.00,-0.320262,-0.237637
331642244.00,-0.344999,-0.404288
331650408.00,-0.390750,-0.275427
331658571.00,-0.379110,-0.260675
331666734.00,-0.374207,-0.256248
331674897.00,-0.371967,-0.253278
331683061.00,-0.369405,-0.252424
331691224.00,-0.368896,-0.251053
331699387.00,-0.368785,-0.250170
331707551.00,-0.368227,-0.249674
331715714.00,-0.367768,-0.248715
331723877.00,-0.366792,-0.248720
331732040.00,-0.366064,-0.247343
331740204.00,-0.366249,-0.247241
331748367.00,-0.366719,-0.246848
331756530.00,-0.366431,-0.246622
331764693.00,-0.365087,-0.245445
331772857.00,-0.365090,-0.245048
331781020.00,-0.365298,-0.244401
331789183.00,-0.365285,-0.244209
331797346.00,-0.365366,-0.243498
331805510.00,-0.364986,-0.243342
331813673.00,-0.365551,-0.242904
331821836.00,-0.364625,-0.243005
331830000.00,-0.364883,-0.241903
