DATE: 2018/06/07
TIME: 07:08:55
Frequency(Hz),	I(V),	Q(V)
342154081.00,-0.240415,-0.296052
342156645.00,-0.240978,-0.295410
342159209.00,-0.241335,-0.295096
342161773.00,-0.241420,-0.294744
342164337.00,-0.241928,-0.295525
342166901.00,-0.241634,-0.294641
342169465.00,-0.242006,-0.294650
342172029.00,-0.242058,-0.294101
342174593.00,-0.242293,-0.293801
342177157.00,-0.243113,-0.293203
342179722.00,-0.243357,-0.293495
342182286.00,-0.243987,-0.292671
342184850.00,-0.243960,-0.291968
342187414.00,-0.244863,-0.291124
342189978.00,-0.245645,-0.290075
342192542.00,-0.246694,-0.288682
342195106.00,-0.248207,-0.286410
342197670.00,-0.249595,-0.282752
342200234.00,-0.251703,-0.276504
342202798.00,-0.252734,-0.264250
342205363.00,-0.240587,-0.236347
342207927.00,-0.160941,-0.255074
342210491.00,-0.189633,-0.308976
342213055.00,-0.211551,-0.311183
342215619.00,-0.220297,-0.309386
342218183.00,-0.225336,-0.307943
342220747.00,-0.228356,-0.306586
342223311.00,-0.230324,-0.305419
342225875.00,-0.232071,-0.304959
342228439.00,-0.232774,-0.303845
342231004.00,-0.233630,-0.303198
342233568.00,-0.234672,-0.302859
342236132.00,-0.235323,-0.302222
342238696.00,-0.235679,-0.301914
342241260.00,-0.235641,-0.301828
342243824.00,-0.236042,-0.301555
342246388.00,-0.236574,-0.301621
342248952.00,-0.236517,-0.301475
342251516.00,-0.236684,-0.301202
342254081.00,-0.237377,-0.301012
