DATE: 2018/06/07
TIME: 06:57:43
Frequency(Hz),	I(V),	Q(V)
355532798.00,-0.229158,-0.290409
355532898.00,-0.229176,-0.290890
355532999.00,-0.229537,-0.290438
355533099.00,-0.229585,-0.290297
355533200.00,-0.229365,-0.290248
355533300.00,-0.230402,-0.290275
355533401.00,-0.230148,-0.290353
355533501.00,-0.230426,-0.290184
355533602.00,-0.230711,-0.290473
355533702.00,-0.230389,-0.290477
355533803.00,-0.230460,-0.290359
355533903.00,-0.230419,-0.290199
355534004.00,-0.230312,-0.290603
355534104.00,-0.230309,-0.290116
355534205.00,-0.230618,-0.290060
355534305.00,-0.231176,-0.290094
355534406.00,-0.231591,-0.290125
355534506.00,-0.231530,-0.289999
355534607.00,-0.231535,-0.290027
355534707.00,-0.231505,-0.289598
355534808.00,-0.231864,-0.289744
355534908.00,-0.231846,-0.289423
355535009.00,-0.232190,-0.288749
355535109.00,-0.232140,-0.289197
355535210.00,-0.232355,-0.289455
355535310.00,-0.233073,-0.289006
355535411.00,-0.232726,-0.289154
355535511.00,-0.233261,-0.289058
355535612.00,-0.233266,-0.288659
355535712.00,-0.233731,-0.288338
355535813.00,-0.233570,-0.288023
355535913.00,-0.233974,-0.287913
355536014.00,-0.234007,-0.287658
355536114.00,-0.234051,-0.287489
355536215.00,-0.234332,-0.287492
355536315.00,-0.234442,-0.287403
355536416.00,-0.234480,-0.287263
355536516.00,-0.235257,-0.287339
355536617.00,-0.235347,-0.287239
355536717.00,-0.235293,-0.286592
355536818.00,-0.235640,-0.286824
355536918.00,-0.236037,-0.286648
355537019.00,-0.236357,-0.286405
355537119.00,-0.235932,-0.286120
355537220.00,-0.236214,-0.285805
355537320.00,-0.236547,-0.286167
355537421.00,-0.237161,-0.285458
355537521.00,-0.237214,-0.284994
355537622.00,-0.237566,-0.285131
355537722.00,-0.237539,-0.284771
355537823.00,-0.238071,-0.284888
355537923.00,-0.238443,-0.284672
355538024.00,-0.238341,-0.284293
355538124.00,-0.238413,-0.284049
355538225.00,-0.238770,-0.283318
355538325.00,-0.239224,-0.283045
355538426.00,-0.239568,-0.282892
355538526.00,-0.240057,-0.282559
355538627.00,-0.239947,-0.282151
355538727.00,-0.240313,-0.281721
355538828.00,-0.241068,-0.281513
355538928.00,-0.241337,-0.280804
355539029.00,-0.240963,-0.280508
355539129.00,-0.241645,-0.280164
355539230.00,-0.242052,-0.279798
355539330.00,-0.242659,-0.279354
355539431.00,-0.242804,-0.279266
355539531.00,-0.243264,-0.278597
355539632.00,-0.243453,-0.277902
355539732.00,-0.244282,-0.277520
355539833.00,-0.244688,-0.277108
355539933.00,-0.245059,-0.276697
355540034.00,-0.245362,-0.276314
355540134.00,-0.245503,-0.275065
355540235.00,-0.245932,-0.274846
355540335.00,-0.246287,-0.274683
355540436.00,-0.246895,-0.273745
355540536.00,-0.247465,-0.273287
355540637.00,-0.247820,-0.272040
355540737.00,-0.248095,-0.271509
355540838.00,-0.248324,-0.270724
355540938.00,-0.248491,-0.270123
355541039.00,-0.249347,-0.269175
355541139.00,-0.249565,-0.268291
355541240.00,-0.249809,-0.267407
355541340.00,-0.250263,-0.266175
355541441.00,-0.250746,-0.265483
355541541.00,-0.251009,-0.264245
355541642.00,-0.251457,-0.263074
355541742.00,-0.251752,-0.261340
355541843.00,-0.251605,-0.260382
355541943.00,-0.252542,-0.259195
355542044.00,-0.252522,-0.257332
355542144.00,-0.252677,-0.256414
355542245.00,-0.252480,-0.254519
355542345.00,-0.252827,-0.252959
355542446.00,-0.252719,-0.251377
355542546.00,-0.252741,-0.249321
355542647.00,-0.252268,-0.247826
355542747.00,-0.252215,-0.246066
355542848.00,-0.252343,-0.243790
355542948.00,-0.251572,-0.241336
355543049.00,-0.250644,-0.239010
355543149.00,-0.250214,-0.237016
355543250.00,-0.248909,-0.234391
355543350.00,-0.247612,-0.232666
355543451.00,-0.246123,-0.229866
355543551.00,-0.243950,-0.227202
355543652.00,-0.242008,-0.225211
355543752.00,-0.239995,-0.223111
355543853.00,-0.237328,-0.221073
355543953.00,-0.233737,-0.218566
355544054.00,-0.230729,-0.217219
355544154.00,-0.227080,-0.214991
355544255.00,-0.223762,-0.213636
355544355.00,-0.220185,-0.213383
355544456.00,-0.215143,-0.212592
355544556.00,-0.211618,-0.212414
355544657.00,-0.207079,-0.212530
355544757.00,-0.203781,-0.212429
355544858.00,-0.198721,-0.213718
355544958.00,-0.194711,-0.215045
355545059.00,-0.191026,-0.216391
355545159.00,-0.187184,-0.218624
355545260.00,-0.183357,-0.220477
355545360.00,-0.180929,-0.222319
355545461.00,-0.177425,-0.225784
355545561.00,-0.175224,-0.228033
355545662.00,-0.173684,-0.231248
355545762.00,-0.171757,-0.234132
355545863.00,-0.170255,-0.237169
