DATE: 2018/06/07
TIME: 06:40:03
Frequency(Hz),	I(V),	Q(V)
361786282.00,-0.312499,-0.221279
361786382.00,-0.312373,-0.221279
361786483.00,-0.312857,-0.221445
361786583.00,-0.312598,-0.221351
361786684.00,-0.312425,-0.221946
361786784.00,-0.312103,-0.221735
361786885.00,-0.312011,-0.221601
361786985.00,-0.312077,-0.221599
361787086.00,-0.311664,-0.222123
361787186.00,-0.311879,-0.221827
361787287.00,-0.311564,-0.221683
361787387.00,-0.311802,-0.222056
361787488.00,-0.312121,-0.221836
361787588.00,-0.311230,-0.222132
361787689.00,-0.311402,-0.222307
361787789.00,-0.311375,-0.221856
361787890.00,-0.310987,-0.222124
361787990.00,-0.311188,-0.222266
361788091.00,-0.311000,-0.222342
361788191.00,-0.310584,-0.221860
361788292.00,-0.310627,-0.221996
361788392.00,-0.309815,-0.222467
361788493.00,-0.310215,-0.222319
361788593.00,-0.309900,-0.221881
361788694.00,-0.309593,-0.222293
361788794.00,-0.309535,-0.222335
361788895.00,-0.309482,-0.222410
361788995.00,-0.309397,-0.222663
361789096.00,-0.309131,-0.222530
361789196.00,-0.308674,-0.222607
361789297.00,-0.308483,-0.222238
361789397.00,-0.308712,-0.222278
361789498.00,-0.308494,-0.222618
361789598.00,-0.308317,-0.222464
361789699.00,-0.308597,-0.222577
361789799.00,-0.308276,-0.222551
361789900.00,-0.307674,-0.222290
361790000.00,-0.307765,-0.222325
361790101.00,-0.307324,-0.223050
361790201.00,-0.307599,-0.222681
361790302.00,-0.306999,-0.222794
361790402.00,-0.307333,-0.222682
361790503.00,-0.306393,-0.222941
361790603.00,-0.306532,-0.223057
361790704.00,-0.305941,-0.223060
361790804.00,-0.305482,-0.223357
361790905.00,-0.305361,-0.222989
361791005.00,-0.305004,-0.223158
361791106.00,-0.304872,-0.223495
361791206.00,-0.304396,-0.223725
361791307.00,-0.304113,-0.223453
361791407.00,-0.303909,-0.223217
361791508.00,-0.303783,-0.223485
361791608.00,-0.303737,-0.223494
361791709.00,-0.303283,-0.223709
361791809.00,-0.303027,-0.223507
361791910.00,-0.302634,-0.223435
361792010.00,-0.302113,-0.223683
361792111.00,-0.301710,-0.224010
361792211.00,-0.301632,-0.223641
361792312.00,-0.300975,-0.223805
361792412.00,-0.300513,-0.224029
361792513.00,-0.300812,-0.223955
361792613.00,-0.300172,-0.224051
361792714.00,-0.300003,-0.224119
361792814.00,-0.299686,-0.224466
361792915.00,-0.299400,-0.224525
361793015.00,-0.298609,-0.224362
361793116.00,-0.298239,-0.224918
361793216.00,-0.297892,-0.225399
361793317.00,-0.297691,-0.225505
361793417.00,-0.297438,-0.225510
361793518.00,-0.297110,-0.225725
361793618.00,-0.296431,-0.226027
361793719.00,-0.295921,-0.225976
361793819.00,-0.295884,-0.225883
361793920.00,-0.295629,-0.226214
361794020.00,-0.294936,-0.226858
361794121.00,-0.294442,-0.227056
361794221.00,-0.293900,-0.227268
361794322.00,-0.293335,-0.227358
361794422.00,-0.292782,-0.227405
361794523.00,-0.292585,-0.227698
361794623.00,-0.291725,-0.227953
361794724.00,-0.291248,-0.228802
361794824.00,-0.290683,-0.228792
361794925.00,-0.290194,-0.229230
361795025.00,-0.289458,-0.229395
361795126.00,-0.288844,-0.229631
361795226.00,-0.288320,-0.230142
361795327.00,-0.287446,-0.230800
361795427.00,-0.286831,-0.230955
361795528.00,-0.286000,-0.231619
361795628.00,-0.285811,-0.231754
361795729.00,-0.284523,-0.232423
361795829.00,-0.283938,-0.233032
361795930.00,-0.283107,-0.233893
361796030.00,-0.283105,-0.234467
361796131.00,-0.281751,-0.235556
361796231.00,-0.281588,-0.235890
361796332.00,-0.280537,-0.236722
361796432.00,-0.280415,-0.237323
361796533.00,-0.278850,-0.237973
361796633.00,-0.278391,-0.238829
361796734.00,-0.277735,-0.239958
361796834.00,-0.276752,-0.240972
361796935.00,-0.276396,-0.242209
361797035.00,-0.275625,-0.243778
361797136.00,-0.275441,-0.244754
361797236.00,-0.274518,-0.245921
361797337.00,-0.273922,-0.246614
361797437.00,-0.273431,-0.248135
361797538.00,-0.272307,-0.250050
361797638.00,-0.271420,-0.251773
361797739.00,-0.271373,-0.253458
361797839.00,-0.270550,-0.254865
361797940.00,-0.269740,-0.256887
361798040.00,-0.269966,-0.259278
361798141.00,-0.269327,-0.260958
361798241.00,-0.269386,-0.263517
361798342.00,-0.269424,-0.265536
361798442.00,-0.268988,-0.267926
361798543.00,-0.269692,-0.269785
361798643.00,-0.270513,-0.272670
361798744.00,-0.270803,-0.275111
361798844.00,-0.271464,-0.277683
361798945.00,-0.272256,-0.280568
361799045.00,-0.272961,-0.283230
361799146.00,-0.274254,-0.285421
361799246.00,-0.276105,-0.288124
361799347.00,-0.277683,-0.290687
361799447.00,-0.280030,-0.293619
361799548.00,-0.282399,-0.295645
361799648.00,-0.284841,-0.297732
361799749.00,-0.287753,-0.299925
361799849.00,-0.291324,-0.301646
361799950.00,-0.294381,-0.303140
361800050.00,-0.297498,-0.304392
361800151.00,-0.301151,-0.305192
361800251.00,-0.304726,-0.305837
361800352.00,-0.307217,-0.306124
361800452.00,-0.311874,-0.306412
361800553.00,-0.315430,-0.306075
361800653.00,-0.317885,-0.305940
361800754.00,-0.321930,-0.304973
361800854.00,-0.325256,-0.304448
361800955.00,-0.328368,-0.302990
361801055.00,-0.330614,-0.301694
361801156.00,-0.333669,-0.300265
361801256.00,-0.335773,-0.298855
361801357.00,-0.338418,-0.296869
361801457.00,-0.340525,-0.295190
361801558.00,-0.342735,-0.293355
361801658.00,-0.344492,-0.291637
361801759.00,-0.345729,-0.290132
361801859.00,-0.347221,-0.288189
361801960.00,-0.349082,-0.285743
361802060.00,-0.350610,-0.283990
361802161.00,-0.351128,-0.282332
361802261.00,-0.352272,-0.280891
361802362.00,-0.352989,-0.278956
361802462.00,-0.353987,-0.277333
361802563.00,-0.354666,-0.276042
361802663.00,-0.354839,-0.274377
361802764.00,-0.355381,-0.272595
361802864.00,-0.355633,-0.271605
361802965.00,-0.356025,-0.269886
361803065.00,-0.356178,-0.268332
361803166.00,-0.356579,-0.267047
361803266.00,-0.356249,-0.265783
361803367.00,-0.356150,-0.264468
361803467.00,-0.356366,-0.263272
361803568.00,-0.356563,-0.261636
361803668.00,-0.356151,-0.260921
361803769.00,-0.356430,-0.259633
361803869.00,-0.356068,-0.258369
361803970.00,-0.356150,-0.257890
361804070.00,-0.355787,-0.256914
361804171.00,-0.355858,-0.255349
361804271.00,-0.355938,-0.254816
361804372.00,-0.355478,-0.254155
361804472.00,-0.355562,-0.252923
361804573.00,-0.355353,-0.252640
361804673.00,-0.355221,-0.251964
361804774.00,-0.354920,-0.251342
361804874.00,-0.354930,-0.250646
361804975.00,-0.354377,-0.250184
361805075.00,-0.354280,-0.249175
361805176.00,-0.353917,-0.248455
361805276.00,-0.354274,-0.247837
361805377.00,-0.353700,-0.247193
361805477.00,-0.353635,-0.246394
361805578.00,-0.353206,-0.246397
361805678.00,-0.352666,-0.245792
361805779.00,-0.352651,-0.245045
361805879.00,-0.352549,-0.244544
361805980.00,-0.352595,-0.244202
361806080.00,-0.352384,-0.243265
361806181.00,-0.351990,-0.243406
361806282.00,-0.351936,-0.242935
