DATE: 2018/06/07
TIME: 07:00:12
Frequency(Hz),	I(V),	Q(V)
360799738.00,-0.328667,-0.251382
360851020.00,-0.328934,-0.249283
360902302.00,-0.329117,-0.248330
360953584.00,-0.329630,-0.246705
361004866.00,-0.329916,-0.245242
361056148.00,-0.329458,-0.243741
361107430.00,-0.329822,-0.241903
361158712.00,-0.329567,-0.240553
361209994.00,-0.329336,-0.238969
361261276.00,-0.329219,-0.236921
361312558.00,-0.329188,-0.235519
361363840.00,-0.329200,-0.234064
361415122.00,-0.329528,-0.232310
361466404.00,-0.328725,-0.230976
361517686.00,-0.327846,-0.229248
361568968.00,-0.327600,-0.228044
361620250.00,-0.326707,-0.226549
361671532.00,-0.325862,-0.224852
361722814.00,-0.324743,-0.222845
361774096.00,-0.318552,-0.220940
361825379.00,-0.334158,-0.224650
361876661.00,-0.328419,-0.220687
361927943.00,-0.326862,-0.218609
361979225.00,-0.326034,-0.216755
362030507.00,-0.324928,-0.215713
362081789.00,-0.324325,-0.214529
362133071.00,-0.323782,-0.213180
362184353.00,-0.322804,-0.211669
362235635.00,-0.321723,-0.210582
362286917.00,-0.320792,-0.209067
362338199.00,-0.319860,-0.208148
362389481.00,-0.318825,-0.206852
362440763.00,-0.317744,-0.205609
362492045.00,-0.317044,-0.204234
362543327.00,-0.315846,-0.203335
362594609.00,-0.315092,-0.202134
362645891.00,-0.313837,-0.201334
362697173.00,-0.312952,-0.200116
362748455.00,-0.311735,-0.199269
362799738.00,-0.310521,-0.197752
