DATE: 2018/06/07
TIME: 06:28:34
Frequency(Hz),	I(V),	Q(V)
331430000.00,-0.366810,-0.265199
331438163.00,-0.367577,-0.265158
331446326.00,-0.367238,-0.264228
331454489.00,-0.367332,-0.263745
331462653.00,-0.367246,-0.263624
331470816.00,-0.367328,-0.263327
331478979.00,-0.367328,-0.262784
331487142.00,-0.367080,-0.262067
331495306.00,-0.367504,-0.261847
331503469.00,-0.367377,-0.261184
331511632.00,-0.367084,-0.260540
331519795.00,-0.366626,-0.260459
331527959.00,-0.366982,-0.260247
331536122.00,-0.366302,-0.258867
331544285.00,-0.366328,-0.258935
331552448.00,-0.366450,-0.258204
331560612.00,-0.366049,-0.258566
331568775.00,-0.365766,-0.257134
331576938.00,-0.365577,-0.256103
331585102.00,-0.363560,-0.255680
331593265.00,-0.363600,-0.255002
331601428.00,-0.362040,-0.253115
331609591.00,-0.359414,-0.252440
331617755.00,-0.356345,-0.250771
331625918.00,-0.349415,-0.247985
331634081.00,-0.327340,-0.244148
331642244.00,-0.351745,-0.410723
331650408.00,-0.396074,-0.281526
331658571.00,-0.385330,-0.266843
331666734.00,-0.380291,-0.263450
331674897.00,-0.377458,-0.260153
331683061.00,-0.376422,-0.258977
331691224.00,-0.375307,-0.257885
331699387.00,-0.374661,-0.256863
331707551.00,-0.374355,-0.255701
331715714.00,-0.373240,-0.255842
331723877.00,-0.373283,-0.254293
331732040.00,-0.373300,-0.253826
331740204.00,-0.372900,-0.253617
331748367.00,-0.372602,-0.252732
331756530.00,-0.372207,-0.251622
331764693.00,-0.371422,-0.251533
331772857.00,-0.372014,-0.250878
331781020.00,-0.372110,-0.250386
331789183.00,-0.371961,-0.250380
331797346.00,-0.371353,-0.249867
331805510.00,-0.370992,-0.249133
331813673.00,-0.371509,-0.249152
331821836.00,-0.371203,-0.249118
331830000.00,-0.371128,-0.248237
