DATE: 2018/06/07
TIME: 06:43:18
Frequency(Hz),	I(V),	Q(V)
330641896.00,-0.276907,-0.269260
330693178.00,-0.276904,-0.268472
330744460.00,-0.276953,-0.268003
330795742.00,-0.277373,-0.267130
330847024.00,-0.277863,-0.266392
330898306.00,-0.277594,-0.266125
330949588.00,-0.278106,-0.265101
331000870.00,-0.278854,-0.264466
331052152.00,-0.278728,-0.263956
331103434.00,-0.279126,-0.263300
331154716.00,-0.279132,-0.262622
331205998.00,-0.279921,-0.262045
331257280.00,-0.280339,-0.261188
331308562.00,-0.280742,-0.260552
331359844.00,-0.280264,-0.260113
331411126.00,-0.280514,-0.259716
331462408.00,-0.280537,-0.258895
331513690.00,-0.280485,-0.258169
331564972.00,-0.280251,-0.257064
331616254.00,-0.278345,-0.255991
331667537.00,-0.283500,-0.258309
331718819.00,-0.282111,-0.256845
331770101.00,-0.282057,-0.255645
331821383.00,-0.282178,-0.254375
331872665.00,-0.281710,-0.253942
331923947.00,-0.282230,-0.253127
331975229.00,-0.282304,-0.252538
332026511.00,-0.281921,-0.251914
332077793.00,-0.281713,-0.251044
332129075.00,-0.281338,-0.250519
332180357.00,-0.281396,-0.249873
332231639.00,-0.281525,-0.249387
332282921.00,-0.281885,-0.248661
332334203.00,-0.281242,-0.247779
332385485.00,-0.281279,-0.247103
332436767.00,-0.281044,-0.246694
332488049.00,-0.281223,-0.246115
332539331.00,-0.280792,-0.246018
332590613.00,-0.280651,-0.244721
332641896.00,-0.280627,-0.244497
