DATE: 2018/06/07
TIME: 06:39:45
Frequency(Hz),	I(V),	Q(V)
354544657.00,-0.201388,-0.277557
354595939.00,-0.202553,-0.278753
354647221.00,-0.203433,-0.280031
354698503.00,-0.203793,-0.280763
354749785.00,-0.204513,-0.282283
354801067.00,-0.204959,-0.283358
354852349.00,-0.205768,-0.283997
354903631.00,-0.206615,-0.285441
354954913.00,-0.207787,-0.286422
355006195.00,-0.208000,-0.287201
355057477.00,-0.208440,-0.288387
355108759.00,-0.210008,-0.289607
355160041.00,-0.210454,-0.290221
355211323.00,-0.211544,-0.291776
355262605.00,-0.212463,-0.292592
355313887.00,-0.213786,-0.293021
355365169.00,-0.214365,-0.294044
355416451.00,-0.216393,-0.294802
355467733.00,-0.218321,-0.295401
355519015.00,-0.224162,-0.295316
355570298.00,-0.210561,-0.298180
355621580.00,-0.216496,-0.299009
355672862.00,-0.218371,-0.300124
355724144.00,-0.219858,-0.300469
355775426.00,-0.221107,-0.301816
355826708.00,-0.222190,-0.302245
355877990.00,-0.223972,-0.303091
355929272.00,-0.225357,-0.303773
355980554.00,-0.226123,-0.304125
356031836.00,-0.227666,-0.304752
356083118.00,-0.229077,-0.305567
356134400.00,-0.230335,-0.305871
356185682.00,-0.231118,-0.306723
356236964.00,-0.232757,-0.307093
356288246.00,-0.233940,-0.307768
356339528.00,-0.235259,-0.308182
356390810.00,-0.236471,-0.308812
356442092.00,-0.237878,-0.309313
356493374.00,-0.239681,-0.309366
356544657.00,-0.240516,-0.309580
