DATE: 2018/06/07
TIME: 06:46:18
Frequency(Hz),	I(V),	Q(V)
361746370.00,-0.295392,-0.234326
361748934.00,-0.295034,-0.234087
361751498.00,-0.294718,-0.234182
361754062.00,-0.294782,-0.234211
361756626.00,-0.294401,-0.234297
361759190.00,-0.294166,-0.233751
361761754.00,-0.293899,-0.234118
361764318.00,-0.293802,-0.233803
361766882.00,-0.293767,-0.233773
361769446.00,-0.292961,-0.233547
361772011.00,-0.292732,-0.233360
361774575.00,-0.292294,-0.233229
361777139.00,-0.292206,-0.233087
361779703.00,-0.291343,-0.233148
361782267.00,-0.290294,-0.232975
361784831.00,-0.288949,-0.233031
361787395.00,-0.287946,-0.233187
361789959.00,-0.285915,-0.233602
361792523.00,-0.282169,-0.233811
361795087.00,-0.276108,-0.237588
361797652.00,-0.267805,-0.248673
361800216.00,-0.285137,-0.273918
361802780.00,-0.309082,-0.257680
361805344.00,-0.308550,-0.245952
361807908.00,-0.306265,-0.241227
361810472.00,-0.304197,-0.239352
361813036.00,-0.303084,-0.237691
361815600.00,-0.302158,-0.237103
361818164.00,-0.301017,-0.236343
361820728.00,-0.300476,-0.235842
361823293.00,-0.300001,-0.235677
361825857.00,-0.299898,-0.235177
361828421.00,-0.299387,-0.235159
361830985.00,-0.299265,-0.234990
361833549.00,-0.298990,-0.234994
361836113.00,-0.299140,-0.234330
361838677.00,-0.298371,-0.234477
361841241.00,-0.297779,-0.234561
361843805.00,-0.297775,-0.234765
361846370.00,-0.297726,-0.234636
