DATE: 2018/06/07
TIME: 06:28:39
Frequency(Hz),	I(V),	Q(V)
331584081.00,-0.363635,-0.255221
331586645.00,-0.363508,-0.255187
331589209.00,-0.362968,-0.255207
331591773.00,-0.363057,-0.254965
331594337.00,-0.362884,-0.254496
331596901.00,-0.362698,-0.254194
331599465.00,-0.361961,-0.253953
331602029.00,-0.362026,-0.253502
331604593.00,-0.361041,-0.253272
331607157.00,-0.360400,-0.252666
331609722.00,-0.359872,-0.252196
331612286.00,-0.358950,-0.251745
331614850.00,-0.357783,-0.251253
331617414.00,-0.356762,-0.250509
331619978.00,-0.354918,-0.249891
331622542.00,-0.352967,-0.248987
331625106.00,-0.350320,-0.248283
331627670.00,-0.346528,-0.247125
331630234.00,-0.341104,-0.245598
331632798.00,-0.332193,-0.244082
331635363.00,-0.317062,-0.243663
331637927.00,-0.284394,-0.251445
331640491.00,-0.230613,-0.357676
331643055.00,-0.385971,-0.386508
331645619.00,-0.408647,-0.318863
331648183.00,-0.401854,-0.291920
331650747.00,-0.395088,-0.280574
331653311.00,-0.390786,-0.274106
331655875.00,-0.387364,-0.270066
331658439.00,-0.385108,-0.266968
331661004.00,-0.382962,-0.265190
331663568.00,-0.381507,-0.263566
331666132.00,-0.380343,-0.262520
331668696.00,-0.379278,-0.261335
331671260.00,-0.378401,-0.261020
331673824.00,-0.377918,-0.260225
331676388.00,-0.377456,-0.259316
331678952.00,-0.376720,-0.258768
331681516.00,-0.376208,-0.258620
331684081.00,-0.375931,-0.258190
