DATE: 2018/06/07
TIME: 07:10:19
Frequency(Hz),	I(V),	Q(V)
355494081.00,-0.216506,-0.293660
355496645.00,-0.216737,-0.293360
355499209.00,-0.216589,-0.292912
355501773.00,-0.217281,-0.293243
355504337.00,-0.217447,-0.293121
355506901.00,-0.218484,-0.292876
355509465.00,-0.218700,-0.293058
355512029.00,-0.218977,-0.293006
355514593.00,-0.219478,-0.293013
355517157.00,-0.220009,-0.292713
355519722.00,-0.220753,-0.292481
355522286.00,-0.221153,-0.291819
355524850.00,-0.221995,-0.291785
355527414.00,-0.224031,-0.291282
355529978.00,-0.225562,-0.290809
355532542.00,-0.227587,-0.289198
355535106.00,-0.231620,-0.287185
355537670.00,-0.237002,-0.283270
355540234.00,-0.245154,-0.273679
355542798.00,-0.251400,-0.242888
355545363.00,-0.180219,-0.220994
355547927.00,-0.171705,-0.274492
355550491.00,-0.185127,-0.287840
355553055.00,-0.193200,-0.292013
355555619.00,-0.198196,-0.293229
355558183.00,-0.201114,-0.294036
355560747.00,-0.202798,-0.294597
355563311.00,-0.204424,-0.295013
355565875.00,-0.205279,-0.295281
355568439.00,-0.206424,-0.295233
355571004.00,-0.207237,-0.294895
355573568.00,-0.208408,-0.295090
355576132.00,-0.208358,-0.295242
355578696.00,-0.208815,-0.295054
355581260.00,-0.209543,-0.294747
355583824.00,-0.209982,-0.295001
355586388.00,-0.210277,-0.295506
355588952.00,-0.210813,-0.295853
355591516.00,-0.210860,-0.295709
355594081.00,-0.211308,-0.295520
