DATE: 2018/06/07
TIME: 06:32:18
Frequency(Hz),	I(V),	Q(V)
355532328.00,-0.204431,-0.330068
355532428.00,-0.204816,-0.330131
355532529.00,-0.204622,-0.329784
355532629.00,-0.205038,-0.330257
355532730.00,-0.204807,-0.329622
355532830.00,-0.204864,-0.330033
355532931.00,-0.204953,-0.329288
355533031.00,-0.205489,-0.329466
355533132.00,-0.205649,-0.329245
355533232.00,-0.205963,-0.329211
355533333.00,-0.206442,-0.329035
355533433.00,-0.206864,-0.328855
355533534.00,-0.206739,-0.328585
355533634.00,-0.207028,-0.328752
355533735.00,-0.207264,-0.328899
355533835.00,-0.207811,-0.328511
355533936.00,-0.207858,-0.328646
355534036.00,-0.207988,-0.328688
355534137.00,-0.208356,-0.328657
355534237.00,-0.208608,-0.328197
355534338.00,-0.208683,-0.327615
355534438.00,-0.208748,-0.327661
355534539.00,-0.208834,-0.327025
355534639.00,-0.209420,-0.327161
355534740.00,-0.210333,-0.326961
355534840.00,-0.210126,-0.326510
355534941.00,-0.210624,-0.326101
355535041.00,-0.210879,-0.326434
355535142.00,-0.211138,-0.326310
355535242.00,-0.211758,-0.326025
355535343.00,-0.212391,-0.326106
355535443.00,-0.212083,-0.325827
355535544.00,-0.212551,-0.325587
355535644.00,-0.213030,-0.325167
355535745.00,-0.213516,-0.325048
355535845.00,-0.213354,-0.324836
355535946.00,-0.213901,-0.324555
355536046.00,-0.213739,-0.323978
355536147.00,-0.214485,-0.323690
355536247.00,-0.214790,-0.323954
355536348.00,-0.215532,-0.323851
355536448.00,-0.215802,-0.322772
355536549.00,-0.216736,-0.322608
355536649.00,-0.216862,-0.322481
355536750.00,-0.217660,-0.322664
355536850.00,-0.217841,-0.321563
355536951.00,-0.218327,-0.321606
355537051.00,-0.218792,-0.320976
355537152.00,-0.219265,-0.319993
355537252.00,-0.219567,-0.320203
355537353.00,-0.220153,-0.319867
355537453.00,-0.220140,-0.319741
355537554.00,-0.221218,-0.319147
355537654.00,-0.221518,-0.318844
355537755.00,-0.222359,-0.318673
355537855.00,-0.222667,-0.317999
355537956.00,-0.223478,-0.317457
355538056.00,-0.224010,-0.317169
355538157.00,-0.224678,-0.316864
355538257.00,-0.224664,-0.315978
