DATE: 2018/06/07
TIME: 07:21:33
Frequency(Hz),	I(V),	Q(V)
342000000.00,-0.234060,-0.295538
342008163.00,-0.234630,-0.296916
342016326.00,-0.234066,-0.295269
342024489.00,-0.234244,-0.296855
342032653.00,-0.234828,-0.296811
342040816.00,-0.235199,-0.296047
342048979.00,-0.235160,-0.296568
342057142.00,-0.235887,-0.296183
342065306.00,-0.236013,-0.296644
342073469.00,-0.236551,-0.296586
342081632.00,-0.236325,-0.296537
342089795.00,-0.237358,-0.296837
342097959.00,-0.236902,-0.296315
342106122.00,-0.236702,-0.296795
342114285.00,-0.236301,-0.295856
342122448.00,-0.237978,-0.296305
342130612.00,-0.237587,-0.295765
342138775.00,-0.238230,-0.295706
342146938.00,-0.238215,-0.296318
342155102.00,-0.239203,-0.295092
342163265.00,-0.240870,-0.294588
342171428.00,-0.241286,-0.294130
342179591.00,-0.242221,-0.292793
342187755.00,-0.244222,-0.290495
342195918.00,-0.247692,-0.284688
342204081.00,-0.249648,-0.253766
342212244.00,-0.206246,-0.311915
342220408.00,-0.228192,-0.305040
342228571.00,-0.231450,-0.302510
342236734.00,-0.234861,-0.301630
342244897.00,-0.235191,-0.301063
342253061.00,-0.236153,-0.301128
342261224.00,-0.236436,-0.300493
342269387.00,-0.237941,-0.300383
342277551.00,-0.238486,-0.299415
342285714.00,-0.238486,-0.300042
342293877.00,-0.239917,-0.299515
342302040.00,-0.240335,-0.299674
342310204.00,-0.240023,-0.299054
342318367.00,-0.240240,-0.299194
342326530.00,-0.241020,-0.299582
342334693.00,-0.240651,-0.299159
342342857.00,-0.241260,-0.299043
342351020.00,-0.241131,-0.299094
342359183.00,-0.241520,-0.298587
342367346.00,-0.241641,-0.298909
342375510.00,-0.242590,-0.299337
342383673.00,-0.242174,-0.299176
342391836.00,-0.241835,-0.299168
342400000.00,-0.241885,-0.299400
