DATE: 2018/06/07
TIME: 06:44:55
Frequency(Hz),	I(V),	Q(V)
355494081.00,-0.239337,-0.274987
355496645.00,-0.239804,-0.274589
355499209.00,-0.240120,-0.274666
355501773.00,-0.240144,-0.274415
355504337.00,-0.240112,-0.274403
355506901.00,-0.240317,-0.274413
355509465.00,-0.240788,-0.274400
355512029.00,-0.241036,-0.274489
355514593.00,-0.241340,-0.274543
355517157.00,-0.241558,-0.274619
355519722.00,-0.242174,-0.274532
355522286.00,-0.242089,-0.274347
355524850.00,-0.242906,-0.274140
355527414.00,-0.243379,-0.273748
355529978.00,-0.244123,-0.273530
355532542.00,-0.245221,-0.272589
355535106.00,-0.246898,-0.271949
355537670.00,-0.249684,-0.269806
355540234.00,-0.253899,-0.264811
355542798.00,-0.256177,-0.248656
355545363.00,-0.221945,-0.240378
355547927.00,-0.218049,-0.265536
355550491.00,-0.224864,-0.272170
355553055.00,-0.228635,-0.274286
355555619.00,-0.230635,-0.274478
355558183.00,-0.232187,-0.275082
355560747.00,-0.233530,-0.275439
355563311.00,-0.234461,-0.275602
355565875.00,-0.234531,-0.275629
355568439.00,-0.235117,-0.275867
355571004.00,-0.235606,-0.275642
355573568.00,-0.235713,-0.276320
355576132.00,-0.236141,-0.276042
355578696.00,-0.236062,-0.275917
355581260.00,-0.236350,-0.275619
355583824.00,-0.236888,-0.276007
355586388.00,-0.236834,-0.276295
355588952.00,-0.236940,-0.275927
355591516.00,-0.236961,-0.276344
355594081.00,-0.236977,-0.276126
